start	end	text
0	2000	好
2000	4000	好
4000	6000	好
6000	8000	好
8000	10000	好
10000	12000	好
12000	14000	好
14000	16000	好
16000	18000	好
18000	20000	好
20000	22000	好
22000	24000	好
26000	28000	好
28000	30000	好
30000	32000	好
32000	34000	好
34000	36000	好
36000	38000	好
38000	40000	好
40000	42000	好
42000	44000	好
44000	46000	好
46000	48000	好
48000	50000	好
50000	52000	好
52000	54000	好
54000	56000	好
86000	100000	哎呀,这大树林的,好厉害啊
100000	125000	哎呀,这花开了
125000	130000	哎呀,苹果啊
130000	135000	苹果啊
135000	137000	不少苹果啊
137000	144000	完美
167000	172000	哇塞
172000	180000	这么多苹果,这都红了
180000	193000	哎呀
193000	214000	哇塞
214000	224000	真是一棵一棵的苹果啊
224000	227000	都是苹果树啊
227000	238000	哎呀
238000	242000	这咋门那么亮啊
242000	250000	这是什么情况
250000	254000	太亮啊
254000	256000	这也没啥光啊
256000	262000	那打扮呢
262000	263000	好点吧
263000	265000	我这脑门确实
293000	301000	玉米地里的玉米
301000	304000	火焰之子,金牛座
304000	309000	加点阳光
309000	310000	哎呀,我的妈呀
310000	313000	这是啊,这么亮啊
313000	315000	这,这啥情况这是啊
343000	355000	我乱发邀请
355000	369000	看谁能被邀请啊
369000	375000	怎么这么亮啊
375000	380000	这是啥情况啊这是
380000	386000	七哥也没使用什么美容软件啊
386000	387000	打动了这玩意儿啊
387000	388000	戴墨镜也不行啊
417000	440000	调一下光圈
440000	441000	光圈太大
441000	446000	我这用手机我咋调光圈啊
446000	474000	啊
474000	475000	打调也不行啊
504000	529000	这个看不错,这个暴露过来了
529000	538000	年少的笑容,梦里是多少寂寞寂静
538000	544000	此梦还似废梦,从来也无人能懂
544000	551000	多少梦想要为心灵灼灭
551000	558000	此梦还似废梦,但愿日清风
558000	564000	这样的心情谁遇过
564000	571000	梦啊梦,梦中青叶落
571000	578000	梦中有我心中那个人
578000	584000	梦啊梦,梦中一夜酒
584000	589000	伴我走过万丈空城
614000	624000	曾经有一个梦,挂在遥远的星空
624000	630000	无人理会却是我心的房子
630000	637000	曾经有一个梦,是我心中的彩虹
637000	644000	梦醒所留下我的身份
644000	651000	此梦还似废梦,从来也无人能懂
651000	657000	谁能弄一场水,不醒不睡过
657000	664000	此梦还似废梦,幻想浮动
664000	670000	这一分孤独怎能解脱
670000	677000	梦啊梦,梦中青叶落
677000	684000	梦中有我心中那个人
684000	690000	梦啊梦,梦中一夜酒
690000	695000	伴我走过万丈空城
695000	702000	曾经有一个梦,挂在遥远的星空
702000	707000	梦啊梦,梦中青叶落
707000	714000	梦中有我心中那个人
714000	719000	梦啊梦,梦中一夜酒
719000	725000	花开花落梦里是谁
725000	740000	花开花落梦里是谁
749000	754000	梦啊梦
754000	759000	梦啊梦
759000	764000	梦啊梦
764000	769000	梦啊梦
769000	774000	梦啊梦
774000	779000	梦啊梦
779000	784000	梦啊梦
784000	789000	梦啊梦
789000	794000	梦啊梦
794000	799000	梦啊梦
799000	804000	这个战友们发来的声音啊哭声一片
804000	808000	哎呀这七哥也说实话一说也不能天天哭
808000	811000	这关键哭的不解决问题啊兄弟姐妹们
811000	814000	对吧这哭的不解决问题啊
814000	817000	刚才这个有个战友跟他发信息
817000	819000	河南省交通厅的
819000	822000	跟我很多年见过面我是不记得他了
822000	824000	一直是支持咱爆料革命的
