start	end	text
680	2560	然後壹堆人幫他帶吃東西
3560	4480	所以這吳征
4920	6520	所以這小子玩的挺高
6920	8960	以至於韓正害怕
9400	14840	妳掌握我的家族、基因、私生子女、財富地圖
15080	16520	就連習都給蒙過去了
16800	19040	所以吳征就敢跟班農說嘛 是吧
19880	20920	他給班農講話
21280	23520	說習要是壹星期不給我打電話
24400	27560	他不給他來一次電話包周
27880	29600	說所謂的給他療傷
30080	31720	不給習療傷習都受不了
33480	37040	然後呢這個彭麗媛要不跟楊瀾壹星期打個電話
37040	38200	心裏療傷
38960	40560	就是彭麗媛就抓狂
42440	44520	偶爾習也給楊瀾打打電話
44640	45840	談談音樂
47400	48400	談談音樂
48640	50160	跟楊瀾談啥音樂呀
51440	51920	是吧
53640	55280	這裏邊有個人物妳發現了嗎
55360	58240	當時把楊瀾整大佛這個人物出來的
58240	60320	就是泰國政大集團
60880	63480	妳看泰國政大集團是平安的股東
64680	69080	還是大家知道肖建華背後的代持者老闆
70120	72320	還有徽封的也是徽封的股東
73520	77080	現在是中國所有的疫苗的最大受益者之壹
78040	79480	妳說楊瀾有多厲害
79480	82560	楊瀾找藥水能找到跟政大集團到今天還牛
83200	87320	所以妳看政大楊瀾吳征 孟建柱 韓正
87880	89360	江綿恆 江志成
90880	93840	還有那三四個我不能說的上海哥們
95280	95960	兄弟姐妹們
96680	100400	在共產黨的天下裏邊真是壹定贏天下呀
101560	102760	壹定贏天下
103000	105160	就楊瀾那個定得多值錢吶
107280	110120	哇塞 馬雲都能給搞
110120	112520	都能弄得壹會站著壹會跪著
112520	113560	壹會學猴叫
113560	115560	壹會在裏邊站演講 是不是
116560	119200	叫人家把生存器拴上 是不是
119200	120240	在那塊兒牽著玩
121120	122040	搞成那麽慘
123480	124760	老婆孩子全完蛋
125320	127240	吳征因為老婆有個定
127240	128960	壹定贏天下
130000	130600	牛啊
131040	132760	所以在共產黨這個國家裏邊
133920	138000	骨子裏邊有很多人就希望自己家裏邊出壹個楊瀾
138560	139480	出個藥水瀾
140080	141520	別以為妳笑話楊瀾
142040	144040	國內多少人希望自己的老婆
144040	144920	我自己的閨蜜
144920	146520	自己的情人能當楊瀾吶
147320	148960	大家自己悶心問壹問吧
150480	151040	為啥呀
151840	152640	價值太高了
153920	155320	性能價格比太高了
158640	159200	原來
159800	160320	那個
162120	163400	國行的 不是國行啊
165080	166360	曾經是國行的書記
167080	168240	中國民航
168440	170000	民航局的周來正被抓了
170000	170640	那我哥們
171640	172960	周來正當時是帥哥
173360	175800	周來正跟楊瀾睡不好幾次啊
176360	177640	周來正的鐵哥們
178080	179760	就是那財政部的張副部長
180080	182400	都是東北的壹個遼寧的壹個葫蘆藻的
184040	184480	這個
184760	186720	周來正也被抓了判了15年
