start	end	text
0	12240	好 这个吃完饭了 可大家我再说几句
12240	17400	这中间发生了很多事 这个很多战友说
17400	20520	发完GET以后 很多一共没统计的
20520	25120	像原来的VOG的 这个就有统计的
25120	26560	我再说一遍 兄弟姐妹们
26560	28880	你们现在在哪个农场
28880	33360	就要把你曾经做过义工的一定告诉哪个农场
33360	35400	如果哪个农场没给你回复的话
35400	36880	你说的是事实的话
36880	40320	七哥一定会给你讨个说法回来
40320	42680	必须给 这是一个
42680	43680	第二个呢
43680	46200	如果哪个农场没给你
46200	47920	或者说你申请的没有给你
47920	49120	你找谁投诉呢
49120	51120	发给我 好吧
51120	54800	你就直接发给我 我来给你解决
54840	56840	但是你千万别给我整那么复杂
56840	58120	我看不完
58120	59240	你就说我是谁
59240	60920	我是什么义工
60920	63360	我由于我给哪个农场申请了
63360	64640	申请他没有理我
64640	65680	或者没给我处理
65680	67160	你就发给我 就这就行
67160	67960	别说那么长
67960	69560	兄弟姐妹们拜托了
69560	71000	别弄那么长
71000	73160	我来给你处理 这是一个
73160	75400	第二个我再告诉大家的
75400	76640	我相信你们都看到了
76640	80760	现在这个世界现在最流行的是找共产党的解药
80760	81680	是吧
81680	85040	然后再一个就是咱们的洗臂了
85040	85600	是吧
88560	89800	义冲说
89800	91760	不要抽血价
91760	93320	不要喝咖啡
93320	94200	你敏感
94200	95760	我才不信那个呢
95760	96640	该抽虫
96640	97360	该割核
97360	98640	啥事不往心里割
101920	103040	所以说兄弟姐妹们
103040	104280	这几天啊
104280	105760	这个很多战友之间
105760	107040	这个在关键的时候
107040	110600	就露出了我们所有战友们的能力
110600	112920	还有这个很多战友们对事情
112920	114920	对战友的感情
114920	116360	有些人只忙活自己的事
116360	117720	他忘了战友了
117720	119120	很多人是这样子的
119120	119760	那么很多人说
119760	121320	现在加拿大
121320	122760	羊帆农场
122760	124440	为什么给那么多特殊条件
124440	126440	包括昨天他现在有发信息
126440	129480	说他们这个公开招聘
129480	132560	带薪直播三千到四千
132560	134080	说其他农场全是义工
135720	136920	我想集体回答你
136920	138440	太多人给我发信息了
138440	140320	我想回答你们这个答案
140360	143360	如果哪个农场都是找出专业直播
143360	146000	你像现在我们最火的菲菲
146000	147040	小福利
147040	148280	小Sara
148280	149160	是吧
149160	149880	你像这样子
149880	151280	你像我们的小飞象
151280	152200	是不是
152200	154840	还有我们的台湾的郑青
154840	155440	对不对
155440	156960	像威廉王
156960	159160	像我们唐萍美女
159160	160480	像我们一系列的这些
160480	163440	现在新出来的这些主播
163440	164880	如果在哪个农场
164880	166040	哪个农场不能给
166040	167800	如果他们需要的话
167800	170560	你不能给解决个几千美金的生活费的话
170560	172040	我一定把这人都给你拉走
173320	174680	我都给拉走
174680	176160	GTV他应该付这个钱
177920	178320	但是说
178320	179600	您可千万别后悔啊
179600	180520	我给你们拉走
180520	181200	我说你可别后悔
182160	184680	因为你不能像共产党一样
184680	187120	既让他出奶
187120	188440	还让他出活
188440	190000	还给你扛工
190000	191640	然后他还没没饭吃
191640	193360	这怎么可以呢
193360	193760	所以说
193760	195080	杨帆农场就是个例子
196080	197600	杨帆农场能拿得出钱
197600	198160	他就可以
198160	198600	不带钱
198600	203200	我还给了杨帆农场更重要的几个特别的一个条件
203200	204680	为什么
204680	206480	就是要杨帆农场做强做大
207800	211560	我可以给每个农场所有的这样同样的条件
211560	213560	关键你能不能做强做大
213560	214760	你能做得了吗
214760	217360	有些农场给了你这个东西
217360	218720	战友的投资机会
218720	220040	你把握不住
220040	221000	收了战友的钱
221000	222920	你汇不出来
222920	223800	战友有麻烦
224000	225680	你解决不了
225680	226960	是吧
226960	228000	你管是出事
228000	229960	那是不行的
229960	231960	杨帆农场就是很好的例子
231960	234320	一定把加拿大拿下
234320	238160	一定会让加拿大成为爆料革命最重要的基地
238160	243480	绝对会让几百万华人清楚认识到共产党是他们的威胁
243480	248400	把那些90%不敢参与到爆料革命灭共的
248400	252320	让他们开始相信或者去了解我们
252360	254680	让那些不敢又不能
254680	256120	就是家人被绑架的
256120	257080	让他相信我们
257080	258880	他应该敢应该能
258880	261120	从他不信任的那些人里边
261120	262400	让他们逐渐了解我们
262400	263120	让他开始信
264560	267560	这就是每个农场的最重要的义务
267560	273080	这个义务就是要清楚的传达爆料革命新中国联邦
273080	275520	我们所追求的灭共事业
275520	277840	而且能让他们体面的生活
277840	278920	安全的生活
279920	282280	我们过去四年做了那么多事情
282280	284680	是很多都是一个最好的证据
286880	290080	随着现在G系列的建立
290080	293080	我们已经G系列可不是广连接战友
293080	294680	广连接战友和连接我
294680	296320	咱啥都不是
296320	302080	连接的是世界上的真正的朝哲帝和大鳄鱼们
302080	304360	让这些人和战友们一起
304360	307080	我不相信中国人过去有一个人做得到
307400	310360	我也不相信我们可预见的时间谁能做得到
312120	315880	爆料革命这些这几年已经告诉大家了
315880	321240	让我们海外的华人走在了世界上舞台的最核心
321240	323080	而且我们成为一集
324920	327200	我们希望有更多的战友加入进来
327200	331600	现在我急需的是战友当中出现能人好人
332720	336360	这些机械里面出现更多的能人和好人
336400	339880	就像我们现在的盖特还有GTV的工程师里边
339880	341760	我们就有一些高人和能人
341760	344520	我深信这些人会出现
344520	347680	真正的未来中国人的马云那马化腾这人
347680	349280	一定会出自这里
349280	350520	我有感觉
350520	352040	我已经现在求他们了
352040	356240	有一天就成为真正的阳光下的马云和马化腾的时候
356240	358760	别忘了你七哥偷碗饭吃
358760	360040	那是我最幸福的
360040	362200	我给你擦拭所有的幸福
362200	364360	他曾经是来自于爆料革命
364360	365640	这是我最希望的
365680	368600	现在咱们大使馆急需人
368600	370040	G-News
370040	370760	GTV
370760	372360	G-Coin
372360	373160	急需人
374280	375120	G-Fansion
375120	375800	G-Club
375800	376600	急需人
377600	380000	我们现在在西方要啥人有啥人
380000	382440	都是最牛最高段的人才
382440	387560	可是现在能参与到管理的这些战友太少了
387560	388760	除了工程师之外
388760	390120	都是不够的
390120	392240	我们不能在西方人家
392240	395400	在人家屋檐下靠人家给饭吃
395400	396640	人都是人家的
396640	399120	我们为啥不让中国爆料革命的
399120	400640	这些战友们加入了
400640	401880	现在不加入
401880	403040	以后没机会了
404280	405520	我们战友的孩子
405520	407000	我们战友的家人
407000	408160	只要有机会的
408160	410120	一定给你们
410120	414080	现在G-Fansion的管理层里边一半是我们的战友们
414080	417120	G-Club里边现在一个没有
417120	418800	严格讲就是半个
418800	420800	还不大管用
420800	421520	对不对
421520	424920	我们的喜币喜联储里边一个没有
425000	426600	人家很小心
426600	428400	咱们也没这能力
428400	429880	是不是
429880	432240	现在G-News里边是我们战友管的了
432240	433920	GTV几乎是我们战友管的了
433920	435400	但这是不可以的
435400	436560	不可以的
436560	437840	人还不够啊
437840	439280	行政管理
439280	441360	企业管理
441360	442840	销售人才
442840	444280	还有一个更重要的
444280	447720	我也是我们这个独特的意识形态里边
447720	450280	一个全面性的CEO
450280	451920	我们多希望
451920	454320	我每天都盼望着这样的人出现
454320	455800	这是我最希望的
455800	457560	这是为什么现在我告诉大家
457560	458720	各农场
458720	461760	接下来会有一系列的特殊政治给各农场
461760	463800	你能不能接得住
463800	464720	接得住以后
464720	466920	接下来以后你能不能给发扬爆大出去
468360	469120	现在你广西
469120	470720	想想你今天你干的事
470720	474920	你过半年一年以后觉得是荒唐笑话
474920	475800	就像几年前
475800	478720	你看那个民运还在江湖上
478720	480800	今天你看的民运都是笑话
480800	481760	他连个屁都不懂
481920	486120	朱利安你现在这种强势反击多好啊
486120	489360	美国的大战是在2022年
489360	493040	只有郭文贵说过两个副总统都不是
493040	494960	但都不是沈国则登
494960	496720	我再告诉你大家
496720	498920	我们最好的结局就希望他们这样
498920	500720	2022年
500720	503360	美国的所有所谓的保守派
503360	505200	还有所谓的亲共派
505200	507200	一场大对决
507200	508200	对决完以后
508200	509920	在国会山
509920	510800	然后是白宫
510800	514040	然后是美国整个的媒体
514040	517720	经营界彻底的醒过来
517720	520880	包括在美国底层的老百姓知道
520880	523240	共产党是他们的威胁
523240	524440	病毒
524440	525960	只有找解药
525960	526880	然后要找原因
526880	527720	找元凶
527720	530520	你看共产党找的那些小国家
530520	531400	二三十个国家
531400	532120	五六十个国家
532120	533440	我在一年前就说了
533440	534080	半年前就说
534080	535960	这是他的战略
535960	537560	还想斗战联合国呢
537560	539480	联合国在纽约
539520	541120	美国认你联合国认
541120	542520	不是连我这个屁都不是
542520	544120	像夏毕章都不是
544120	545400	是不是
545400	546840	2022年
546840	548760	当美国真正的美国
548760	550600	美国国家主义派
550600	551920	美国的保守派
551920	553840	和美国的真正的灭共派
554840	556840	站起来的时候
556840	559400	联合国所有的世界组织
559400	561520	世界上的所有国际组织
561520	563040	都将重新盖住
563040	565440	因为被共产党渗透的太厉害了
566600	567400	兄弟姐妹们
567400	569680	咱们长长心吧
569680	570680	我先说这一会儿啊
570680	571480	按理出眼去了
