start	end	text
1000	4240	哎呀我的媽呀 哎呀我的媽呀 戰友們
5280	8120	今天是3月1號了啊
8120	11080	3月1號了 我都忘了 今天沒發快特
11080	14520	我這是 這是開會 從這個早上到現在啊
14920	17000	哎呀我的媽呀 這會開不完啊
17000	19000	這嘴呀 舌頭都打瓢了
19300	22600	一直戴著口罩 去了一次洗手間
22600	25000	共產黨的病毒太誇張了
25000	27600	然後呢 我這中間的時候看一下GTV
27600	29360	啊 我們的菲菲啊
29360	32280	DC的菲菲她在直播啊 大美女啊 大美女
32280	36240	你看看 妳看看 妳看看 妳看看啊
36240	38240	菲菲啊 菲菲啊
38240	42160	這個 我發現 在菲菲下面的戰友們留言
42160	45080	七哥今天還沒有發快特呢
45080	47840	就是啊 我還沒發快特呢
47840	49280	好 現在我趕快錄一下
49280	52080	所以 兄弟姐妹們 3月1號報效了
52080	54080	今天七哥發快特發的晚了
55080	58080	因為昨天啊 七哥生氣直播之後
58080	60080	這後果很嚴重
60080	62080	我說完了 承諾完了
62080	65080	那些投資者們 律師們都快瘋了
65080	68080	我今天下午來了 這律師剛剛離開我這屋
68080	70080	這是第三次上來開會
70080	72080	啊 這個律師覺得我是瘋了
72080	76080	這個 但是呢 律師現在完全理解我這麼做
76080	79080	同時呢 我們要跟美國證監會啊
79080	82080	證監會 因為我們說好的是昨天
82080	84080	昨天說好的
84080	87080	前天晚上的 也就是上個週五
87080	91080	給SEC 我們已經正式的給他發了律師函
91080	96080	就是GTV Saraka如何做出決定 叫公告
96080	98080	然後呢 SEC昨天 也就是中午
98080	100080	就是昨天看直播了
100080	103080	大家都知道 他們就一直很緊張
103080	105080	人家SEC就跟我們聯繫
105080	108080	還是繼續談和解和處理的事情啊
108080	110080	當然了 我們拒絕和解了
110080	113080	這個和解不了了 現在就是說
113080	116080	有些條款我們沒辦法答應嘛
116080	119080	有些條款我能答應 有些條款不能答應
119080	121080	所以呢 沒辦法
121080	124080	咱就跟律師開會 商量商量商量
124080	128080	然後一會兒 今天晚上會有一個公告版
128080	130080	就這個第一次的公告版
130080	133080	這是個正式的公告版 是有法律效力的
133080	137080	就是這個公告版是經過GTV Saraka
137080	140080	是經過律師們認真考慮過
140080	143080	而且是這個也跟美國證監會也溝通了
143080	145080	他們也知道了
145080	149080	我們雙方正在溝通如何解決以下的問題
149080	155080	就接下來把GTV Saraka的1300個椅子
155080	158080	完全給它全部要退回
158080	161080	100%要退掉 全部取消
161080	166080	那麼這把錢是100%要退回去的
166080	170080	100%要退回去的 任何人呢
170080	172080	那麼到時候你有選擇
172080	174080	你可能有些錢呢
174080	177080	有些國內的戰友的錢就不能退回去的
177080	179080	有些外國戰友的錢也不能退的
179080	183080	因為它是通過第三方支付啊和貸付的
183080	184080	也退不回去的
184080	188080	那麼我和美國SEC也就是證監會正在研究
188080	191080	就是怎麼讓戰友在未來退錢的時候
191080	195080	你們可以選擇付款到第三方去
195080	197080	付款到第三方
197080	198080	你也如付款到第三方
198080	200080	你可以買G-Club啊
200080	204080	你可以繼續跟各農場之間進行合作和投資啊
204080	207080	參與到跟咱們有關的項目啊
207080	210080	都是沒問題的正在跟他們做當中
210080	213080	另外一個非常重要大家一定要記住
213080	217080	這個退款是很有可能是在SEC
217080	222080	基本上SEC就是美國證監會指定的機構去退錢
222080	224080	就是我們把支票給了他們
224080	226080	他把錢放到銀行
226080	230080	然後由他們跟戰友們投資者GTV引資者聯繫
230080	232080	聯繫的時候把錢退給你們
232080	234080	把錢退給你們啊
235080	237080	這是非常非常重要的
237080	241080	就是所有的退錢是由美國證監會的主導下
241080	244080	那麼我們現在已經做出了決定
244080	246080	肯定關掉SARACA
246080	247080	關掉GTV
247080	250080	將GTV SARACA移到美國之外去
250080	252080	啊這個已經定了
252080	255080	第二退款一定退款
255080	259080	在SEC在證監會的名下退款
259080	261080	時間不會太長
261080	262080	一兩個月吧
262080	264080	最快也得兩個月啊
264080	266080	最快也得兩個月
267080	273080	今天晚上我會公佈一個經SARACA和GTV同資的版本
273080	276080	同意的退款的版本
276080	277080	這是個重大決定啊
277080	279080	記住這是已經決定了
279080	283080	決定了第一SARACAGTV將關掉
283080	284080	並移到海外去
284080	287080	第二原來1300瓦椅子
287080	290080	1300瓦椅子任何人都要退回
290080	294080	第三是在SEC的監管下來退款
295080	296080	明白了嗎
296080	299080	具體到看完這個公告以後
299080	303080	你們有各種各樣的問題
303080	306080	請和各農場聯繫
306080	310080	如果沒有和農場聯繫的請馬上加一個農場
310080	315080	我說今天下午把這投資手機剛從律師手裡拿過來
315080	317080	剛從律師手裡拿過來
317080	318080	我的娘啊
318080	320080	太多戰友給我發了信息
320080	322080	因為手機不在我手裡沒給你們回
322080	324080	我今天下午回了幾十個戰友
324080	326080	不到一百個
327080	328080	不到一百個啊
328080	330080	我的媽呀
330080	332080	這個太多了我真沒辦法一回
332080	334080	最好你們加入農場
334080	338080	由農場來給你解釋一系列你的行動
338080	339080	我聽說了
339080	343080	因為現在很多戰友就是跟我打電話聯繫說
343080	345080	要到SEC去抗議
345080	348080	然後去起訴SEC
348080	351080	就起訴美國證監會去抗議
351080	353080	這都是你的權利
353080	354080	我絕不會支持
354080	356080	但是我也沒有權力反對
356080	357080	這都是你們的要求
357080	360080	這是美國證監會
360080	364080	聽信了所有的共產黨的虛假舉報
364080	366080	虛假舉報
366080	367080	官僚啊
367080	370080	官僚虛假舉報導致災難的結果
370080	373080	給戰友們帶來了生命危險
373080	375080	和生命安全的威脅
375080	377080	和資產的威脅
377080	379080	我們沒辦法必須做出決定
379080	384080	為了維護GTV這個平台的正常運作
384080	386080	因為它是滅共的
386080	388080	它要繼續持續的滅共
388080	393080	為了保護GTV投資者的利益和安全
393080	395080	因為太多人因為GTV這個
395080	397080	被中國國內的警察威脅
