start	end	text
0	9760	leaving to that old
9760	24000	the
60000	63440	他們就該兄弟 進步勇勵就在心裡
63440	66840	Bring me bok choy to the world
66840	68840	To the new world
68840	71340	Bok choy to the world
71340	73840	Best time to the world
73840	76840	Bok choy to the world
76840	78840	Bring me bok choy to the world
78840	81340	Bok choy to the world
81340	83840	Best time to the world
83840	86840	Bok choy to the world
90040	92040	210個你能做了吧
92040	93040	那咋玩
100040	101040	共產黨
101040	103040	你完蛋了
104040	105040	不該擔心
