start	end	text
0	15400	6月18号啊 尊敬的战友们好啊 天呐 这都618了 618了啊
15400	22040	兄弟姐妹们 这个以黄灭共啊 咱们全面开始啊 但千万别过火啊
22040	27340	尊重女性 尊重女性 主要以黄灭共 你别整成三期片了啊
27340	32780	这可不行啊 这个要把故事性真实行动好
32780	37180	你别老弄一张黄色照片 那不行啊 咱千万记住还有孩子呢
37180	41780	咱们跟共产党不一样 千万记住 兄弟姐妹们 拜托拜托拜托啊
41780	47460	今天西装不捣啊 第一次穿 第一次穿 好久没穿了
47460	53140	这一穿不错 还是瘦了啊 瘦多了 你看我这 心脏那么大
54140	58140	咱体重没降啊 头两天涨两公斤 涨回来了啊
58140	64340	这个黑森林 杨瀾事情曝光头 国内剧烈震撼啊
64340	70820	接下来的宋祖英 还有汤燦 所有的故事 李薇 李萍
70820	75540	还有现在主要电视台 正在直播的几个直播的
75540	79100	正在每天坐在台上几个人 都会爆
79140	83180	还有凤凰卫视的几个女主播的故事啊 都会爆
83180	88100	很多人都所谓的这么说 你看郭先生 我们郭记和解了跟他们啊
88100	95100	给我们补偿了钱了 不能拉倒 还要继续 还要继续
95100	101500	然后这吴征现在对杨瀾的事情 绝对是一定赢 一定赢天下
101500	108700	千万别小看了杨瀾 杨瀾和吴征夫妻两个 这是绝对是魔鬼搭档
108700	112700	害了很多很多人 害了很多很多人
112700	117500	她不能害万人了说 因为她是女性 我们要同情她
117500	124060	在这个邪恶面前 罪恶面前 没有不分男女性 也不分老少 对吧
124060	128580	我们就是用事实说话 大家要广泛地把挖出了国内
128580	135300	各个领域的共产党的以黄治国 生知弃之国
135300	139420	这个绝对是对世界是影响震撼的
139420	142900	但是咱们现在该界里面发的照片什么故事啊
142900	146220	一定要不能有爱观感 大家懂的啊
146220	149340	这还咱们大家的这个 大家要记住啊
149340	152380	投资者昨天给我发好几个信息啊
152380	156780	你们不要投资者很紧张 律师很紧张啊
156780	160860	咱们虽然有这么几千个人 还有最高级的软件
160860	162860	moderation 内容审查
162900	166060	还注意 你就让自己的审查给你关了啊
166060	170540	另外一个就是 兄弟姐妹们 现在看到最近的谣言很多啊
170540	178740	但是我告诉大家 共产党的高官往外出逃 是我去年说的
178740	182260	伊拉克被灭之前 利比亚被灭之前
182260	187020	当年的罗马尼亚被灭之前 切尔泰的国 都以一个样
187020	191660	高官先跑 有钱人先跑 名人再跑 然后高官跑
191700	194980	高官跑的时候基本上就结束了
194980	200660	我可以告诉大家 过去两周跑出来的中共高官
200660	205300	绝对不是一巴掌 我有些话现在不能说
205300	208500	但有些是假的 你们不要听我瞎弄啊
208500	213060	九成要死 但跑出来绝对是巴掌服
213060	216460	咱都会看 因为有很多原因啊 你会看到
216500	222140	这是一个政府 集权的政府 蹦踏前的必然相似
222140	226740	和当年的苏联是一样的 大家走个看啊 好像有点后面
226740	232900	另外一个 全世界大宗商品 这个价格到啥情况了
232900	236700	大家明白了 石油现在到啥情况了 知道了
236700	241660	今天早上三点半钟 某中东国家说
241660	245900	你让基金买的石油期货 第一单抛出
245900	249100	你买了赚钱 你没卖出去补偿赚钱
249100	255020	第一单已经交易完了 到期 这赚了一大笔
255020	260140	说送个啥呀 送个飞机 你也不飞呀 是不是
260140	263260	送你个楼你也不需要啊 真不需要
263260	268300	说实话 等于以前你会发现 有啥想买的 没啥想买的
268300	271180	有啥想要的 没啥想要的
271180	274900	人真的到那一天的时候你会发现 人这一辈子很可怜的
274900	277580	没有的时候你为了有 甚至不要命
277580	282220	当你真有的时候 你真的就是累赘 没任何必要
282220	286860	会成为你的麻烦 没有啊 我真的没有 没想要的
286860	293700	只有一个想灭共 但是这位中东的 这位公主啊
293700	299340	说 郭先生 你真觉得这疫苗
299340	302580	这疫苗是共产党制造的 不是自然的
302580	306660	你说这话 你说 本来挺高兴 但是你说这公主
306660	311940	我说你再和那共产党谁谁谁好 你也不能这么傻呀
311940	315740	全世界人民傻 你也不能那么傻 你还是个公主
315740	318940	何况你要当着你们国家那么大的官 是吧
318940	322180	虽然她当时跟海航的事情很深
322180	326420	但是我说你妈是做一个齐女子 你也太丢你妈的人了
326420	330180	所以说这个世界上你有钱 还有石油你赚了钱
330180	335780	跟你的智商和情商 这个之间 最后是情商没多大关联
335780	340380	你说多傻啊 而且打了两针疫苗
340380	344460	我说她只能恭喜你了 恭喜你了 是吧
344460	349700	另外 最近共产党在海外的所谓的九层腰塔的腥风多了
349700	351860	一会儿真消息 一会儿假消息
351860	355900	另外一个就是 现在对咱们爆料革命加以误会
355900	358980	我都知道 现在有人是藏在我们爆料革命中的
358980	363140	现在已经是交易完了 已经交易完了
363140	366180	就等待机会攻击七个攻击战友了
366180	370660	过去的战友已经拿了钱 原因是家人也被威胁
370660	373820	他也拿钱了 就等待出手了
373820	377700	我都不揭发他 我希望他良心发现
377700	381900	良心不发现你就去攻击 你攻击完五再出手
381900	384740	我说过 对女性让三招
384740	387660	对战友让你五招甚至七招 我再出手
389660	393620	对吧 能咋的 能咋的 对不对
393620	397180	你能攻我们什么 无非是郭文贵靠当
397180	401820	郭文贵这个强奸 郭文贵三秒 郭文贵没钱
401820	405500	郭骗子 是吧 你就照这个嘛 你去照嘛
405500	407540	都几百亿次了 你说我们还在乎吗
407540	409940	如果人有人信 你让他信的嘛
409940	414500	信的人就不是我们战友 战友不会信
414500	416940	所以说九层腰塔在战友上还蛮用
416940	420620	还有潜伏的战友所谓的反过来就砸锅的
420620	424300	还管用 还有人看 那你看九层腰的下场
424300	426380	听说十几个人了 是吧
426380	429620	十几个人估计就自己好几个替身
429620	434260	什么陈其生 魏修竹 PJ潘
434260	438740	赶快准备好去监狱去 待着去 你就别折腾了
438740	443420	那九层腰现在还出个镜 出个镜 魏修竹也出个镜
443420	445380	是吧 PJ潘还有点出镜吗
445380	448900	为什么砸锅了以后都这么烂呢
448900	452060	你也像个人一样 是吧 丢死人了
453500	457460	那么现在经济领域 比特币什么情况
457460	461100	我再告诉大家 比特币没未来
461100	462980	货币一定倒闭
465100	467780	货币 比特币一定倒闭
468860	470780	没有任何选择的
470780	473140	有些话我不给你们说
473180	476700	记住今天提的手套
476700	477380	618
479700	481540	比特币是共产党
482580	488060	和伊朗和俄罗斯最大的一个提前犯罪的工具
489460	492980	是和西方所谓蓝金黄最大的罪恶工具
494940	502100	昨天我和某国家二号领导人深刻的交谈了两个半小时
503980	508060	我相信 这个人为的是实际的领导人
510460	513220	而且对爆料革命 新中国联邦
513220	515300	我相信他一定会支持
516260	518740	我马上和一个咱们的老朋友
518740	522540	就在这儿吃个早午饭 开个会
523780	526940	据说王岐山刚跟他见过面
527980	529380	刚跟他见过面
529380	531180	他说 我要跟你谈谈王岐山
531300	532580	他说 我要跟你谈谈王岐山
532580	533900	不知道王岐山给我捎啥信
535220	537060	刚跟王岐山见过面
537060	538860	还是一外国人
538860	540700	他俩能说啥呢
540700	541820	我还不知道呢
541820	543420	大概有十来分钟就到了
545140	546100	哎呀
546100	547060	昨天晚上啊
548060	548780	睡得很少
548780	549780	前天晚上没睡好
549780	551140	因为太多会了
551140	554500	睡就是怎么打都找不到一厢的感觉
554500	557100	所以昨天很多很多事
557100	559220	将近二十个小时就没停过
559260	560780	脑子就老有点就在那儿
560780	562220	没打坐 打通的感觉
562220	564020	就老是懵懵的
564020	567020	今天早上就啪一下就开了
567020	568220	一闪
568220	570180	脑子就啪一闪
570180	570620	行了
570620	572220	所以今天一天就脑子就清除
573260	575260	所以这个打坐有多重要
575260	577660	信仰啊 信仰啊
579340	581340	信仰是一切的一切
582540	587300	这几天七哥看到太多大事要发生了
587340	588740	717咱们再说吧
590980	591660	咋子了
