start	end	text
0	24500	剩下的
30000	31040	嗯
44500	46000	每日
50060	50800	哪来吧
58560	59600	算了算了
59600	60600	一会吧
89600	92600	找不着了
120600	124600	在北的雪
145600	146600	哎呀
147600	149600	我这唱不好呢
150600	154600	在北的雪
154600	156600	我这唱成在北的雪了
157600	159600	尊敬的战友们好啊
159600	162600	今天是4月23号了
162600	164600	喜歌又在这软佛
164600	166600	软料软播
166600	174600	我爱你
174600	177600	在北的雪
177600	178600	哎呀
178600	179600	这不恼啊
179600	180600	不恼不恼
181600	182600	哎呀我的妈呀
182600	183600	我这完了
183600	184600	这睡了觉
184600	185600	我现在有点不正常
185600	186600	不正常不正常
186600	187600	相当不正常
187600	189600	这醒来就想直播
189600	191600	耳朵被虐了
192600	194600	要的就是这感觉
194600	196600	以后要七哥以歌灭共
196600	198600	不是让你唱的好听
198600	200600	就是要让他
200600	202600	你看这战友说我
202600	203600	你耳朵被虐了
203600	204600	不中不中
204600	206600	这战友不中啊
209600	211600	真是的
211600	212600	兄弟姐妹们
212600	214600	这睡好了就得瑟了
214600	215600	人啊吃饱了
215600	217600	喝睡好了
217600	219600	就思淫欲
219600	220600	但是最近啊
220600	223600	咱们战友们集体换上了一个
223600	225600	叫断修位
225600	226600	断修位啊
226600	228600	知道断修位啥意思吧
228600	231600	叫断修位正后裙
231600	233600	断修位正后裙
233600	234600	大家知道啥
234600	235600	断修位正后裙吧
238600	239600	哎呀我的妈
239600	242600	我睡了将近四个多小时一觉
242600	244600	你说这日子过得太羞耻
244600	246600	太奢侈了吧
246600	248600	成这样胡聊啊
248600	249600	今天没提都没提
249600	250600	想都没想
250600	251600	说啥都不知道
252600	253600	嗯
255600	257600	成这样胡聊啊
257600	258600	今天没提都没提
258600	259600	想都没想
259600	260600	说啥都不知道
281600	282600	啊
282600	283600	啊
283600	284600	啊
284600	285600	啊
285600	286600	啊
286600	288600	嘟
288600	289600	嘟
289600	290600	嘟
290600	291600	嘟
291600	293600	嘟
293600	294600	嘟
294600	295600	48
295600	296600	嘟
296600	297600	嘟
297600	298600	嘟
298600	299600	嘟
300600	301600	嘟
301600	302600	嘟
302600	303600	嘟
304600	305600	嘟
305600	306600	嘟
307600	308600	啊
308600	310560	好
316600	318600	原来如此
346600	370200	哎呀,兄弟姐妹们,我给你们要唱一段歌,
370200	375400	我觉得怕你们唱哭了,这歌,七哥要出大歌啦!
400200	404600	七哥唱,我唱歌吓死你们这回,告诉你战友们,不跟你们开玩笑。
410400	419600	接下来我要唱的歌,大概可能6月4号要现出的歌,吓死你们,吓死你们战友们。
423440	425440	这不是开玩笑的。
425440	445840	我爱你,塞北的雪,哎呀,哎呀,跑回武汉去了,丹科老师说变跑腿肿了,丹科老师你这么夸我,是骂我还是夸我呀?
450240	453440	谢谢了文成兄弟啊,谢谢了文成兄弟。
455640	460640	七哥将唱歌,我今天给你们露一下好不好,七哥的歌词,给你们露一下行不行。
462440	470440	你们想不想听,我要给你们露一下行不行今天,今天唯一爆料是爆一下七哥的新歌吧,懂不懂。
475240	480240	你说大家非要直播,我这啥也没准备直播啥呀,我都不知道说啥。
485440	503440	小帅,七哥今天效果格外好,七哥的心情也很好啊,小帅呀,你咋这么了解七哥呢?
508440	514440	我当然没人回答我,什么叫断修为正后群呢?我没看,啥叫断修为正后群呢?
515440	523440	你都没回答我呀,断修为正后群是什么情况,啊兄弟姐妹们。
531440	542440	不知道,随便说点啥,断修为正后群,就是大家在双修的时候,突然想起了九指腰叫胃继红,直接断修。
543440	561440	简称为断修为正后群,杀伤力相当于冠状病毒,专门对年轻,特别年轻和中年男女有效,一想到完全断修。
562440	572440	这不是我说的啊,这是很多战友上传给我发信息,七哥不要再提那个妖精了,不是你一想你就断修了,是我的一想也断修了。
578440	585440	这回木兰拍我照片拍的不错,连个手机都不舍得买,天哪,每天手机都出症状。
586440	589440	这个澳大利亚真是老气横丘,一大农村。
591440	595440	这小帅是到底让七哥搂不住还是不让七哥搂住,七哥搂住。
596440	602440	我能搂得住吗关键是我搂不住,我一在这镜头前看到你们在这我就搂不住啊。
602440	612440	断修为郑厚群,我们的韩国的安利,断修为郑厚群。
633440	637440	哎呀,哎呀。
637440	638440	哎呀。
638440	660440	尹秀梅是歌星当中生活中,尹秀梅还真是一个非常不错的人。
661440	664440	尹秀梅是歌星當中生活中
665240	668440	尹秀梅還真是一個非常不錯的人
670240	671440	非常不錯的人
672740	675040	女的歌星當中生活中壹旦見人
675040	677540	我很多很多年 20幾年前啊
677940	682240	這個這個在餐桌上很多人的情況下啊
682240	683340	見過尹秀梅
684040	686240	然後呢尹秀梅是間接的啊
686240	688540	間接的還跟我幫過忙啊
689240	690540	尹秀梅這個人呢
690540	692540	這個真的是不錯個人
692540	694440	就是他沒那麽貪啊
694440	695740	誰都貪是吧
695740	697340	他沒那麽貪啊
697340	699740	就這個人就是還是有禮有節
699740	702140	那麽個人不像絕大多數人見面
702140	703840	就小條的遞過來
703840	705740	郭先生你把我包了吧
705740	707040	太多了啊
707040	708640	太多了
708640	711340	從來這幾十年過日子沒給你親嫂說過
711340	714440	那天你親嫂子最近迷了啊
714440	716640	天天在那塊弄熱膏
716640	719140	也老是不理我啊
719140	720340	你說這玩意兒
720340	722240	也鋪鋪床單啊是吧
722240	723840	最近是春天來了
723840	725840	陽氣上升是吧
725840	727640	這個是鋪鋪床單啊
727640	731140	不來老是在他那個辦公室裏邊呆著
731140	732040	玩啥啊
732040	735740	他最近弄了壹堆熱膏玩熱膏
735740	738040	然後呢他自己的屋還笑
738040	739440	哎呀
739440	742240	我們其中壹個管家
742240	744540	他說郭先生最近
744540	746340	郭太有問題
746340	749440	他我老聽著我頭頭的笑
749440	750440	哎我說是吧
761440	762940	你說七哥壹照鏡子吧
762940	764140	就看自己就不行了
