start	end	text
0	5960	开始 11月22号 22号啊 兄弟姐妹们
5960	11800	昨天就在这儿啊 跟火来 山姆 如水小三喝酒
11800	15720	当我昨天我发现让火来和山姆坐在这儿的时候
15720	16960	我发现一个问题
16960	20520	我以为大家 我N次在这儿直播
20520	23600	大家也很多战友来过 都很了解这个房间
23600	28120	我发现很多人还是不了解 不了解这个房间
28440	30640	实际上这个房子 大家可以看看
30640	35720	这个房子叫河桃木 河桃木的书房
35720	40760	这叫什么 简直 这个叫什么
42160	47240	这是一个西方在晚上吃饭前或吃饭后
47240	52080	坐在这儿先聊聊天 饭前酒 吃完饭以后坐在这儿
52080	57080	这个抽个雪茄啊 吃个甜品啊 聊聊天就这个地方
57080	60800	然后这边有个酒吧 你看 这个酒吧就是让大家喝东西的吧
60800	63200	喝酒的 别把里面绕 别把里面绕上来
63920	65840	好了 然后那酒
65840	67520	然后现在这个地方多了一个
67520	71360	就是我母亲和家里的佛堂是供在这个脚上的
71360	75800	所以这叫 这是一个真真正正的
75800	81280	这是一个很家庭的 很cozy的这么一个家庭聚会的房间
81280	86120	从这个屋过来 这叫过去的钢琴房 也就叫会客厅
86160	90040	就客人来先到这儿来 见面 会客厅
90040	94680	然后那外国人喜欢呢 原来那个地方是个钢琴
94680	97560	那是个钢琴的地方 钢琴拿掉了
97560	99800	那就弹个钢琴啊 是吧
99800	104600	中国人叫文弄墨 这叫武琴 玩玩琴
104600	108000	然后坐着火炉边 然后聊聊
108000	111320	现在咱是直播了 天天和大家跟世界聊
111320	114040	所以说 以后不是说几番
114040	118800	大家看到这个的时候呢 就这个房间很有意思
118800	122760	很有意思 然后呢 现在这个桌子调完以后
122760	126240	专为这次山姆火来来的调的桌子
126240	130040	然后呢 这个就是那个直播房
130040	133240	这个直播房很多方式 大家都已经过去看过
133240	138120	很多很多啊 那么 昨天晚上就在这边
138120	141480	上一次是横桌子 这次是竖的桌子
141480	143960	我觉得这个房间是很漂亮
143960	146960	然后对着这个大露台 大家走这个大露台
146960	151120	从这个露台可以到那边露台 这是个360度的露台
151120	153760	然后呢 大家可以看到从这里
153760	157800	站在这里你才有感觉 因为你摄像头是做不到的
157800	161280	它是直接收到外面 所有的景观是曼哈顿的
161280	167120	重中之重的 核心中的核心 核心中的核心 是吧
167120	169760	然后呢 大家看到这个对面
169760	174920	这就是那个咱开1120的皮尔酒店 就是这个楼
174920	179440	就这个楼当初是世界第一高 第二个就是皮尔酒店
179440	183200	皮尔酒店完了以后就到了 就是后来的19
183200	189440	1920年30年 就到了美国的最疯狂的经济发达时期
189440	197000	就是Rockefeller大楼 帝国大厦 克莱斯勒大楼就这么起来了
197000	201000	所以当时是这块开掀起来的 很有意思啊
201000	205360	那么这个地方现在是最贵的写字楼 最贵的酒店
205360	207960	最贵的公寓 全部在这儿
207960	212840	就中央公园是整个曼哈顿的眼珠子
212840	216920	咱在那眼珠子正中间 是挺牛的啊
221400	224080	我上晚上没踢你 你老实了吧
227040	231520	这个昨天晚上大家可能看到
231520	235760	现在为啥习主席在沙特的生意上那么少呢
237400	241760	沙特咋回事啊 头疼啊
242640	244920	习主席访问沙特咋回事啊
244920	247640	那万豪酒店都进攻了 是吧
247640	250080	咋回事啊 泰国发生什么事啊
250080	253600	有几个人知道 是吧
254600	261680	还有 当时拜登总统漫步镜头冲向前去
261680	266480	然后握住手 摸鼻子 那个镜头还记得吧
266480	268680	后来发生啥事啊
270680	275000	用现在知情者的美国政治家说
275000	278000	中美事实上已经开战
279000	282000	有日本人话说
282000	287000	这是一场前所未有的无消鸢的战争已经全面开始
287000	290000	从G20那天
292000	295000	在美国内部现在大家知道什么打案
295000	297000	两党选举已经结束
297000	300000	两党面对的麻烦就是共产党
