start	end	text
1000	3600	哎呀 兄弟姐妹們
4560	6600	我說真是真神了啊
7280	9400	我不知道你們信不信 兄弟姐妹們
9960	12320	自從昨天這二月龍抬頭
13000	14520	這個之前的幾天
14520	16480	我說左腿也疼 右腿也疼
16760	19440	我是右腿傷 經常右腿疼
19800	22400	我是左腿也疼 是胯也疼
22640	23920	回身沒力氣
24600	25720	真的是就像
26000	28040	真的是就中了邪一樣
28400	29200	中了邪一樣
29200	30400	Tick it off CCP
30680	31800	中了邪一樣
32280	34440	你說昨天那龍抬頭 這完了
34760	36200	直播完了 好了
37360	39720	昨天吃了一大堆這個肉
39960	42000	今天早上光嘰光嘰
42160	44280	這個這個 你說這個勁來的就不行了
44600	46560	運動 力大無比
46560	47840	咔咔的運動
48320	50120	哎呀 這這這一上
50440	51840	過去幾年沒這樣過
52520	55360	過去我老娘老是每到這個清明節呀
55600	57280	還給這個什麼這個這個
57560	58840	為了這個家人吶
58840	61120	什麼我爺爺我奶奶念叨啊
61120	62920	什麼有時候我有點什麼不正常
62920	65240	我娘就給我什麼滾滾這滾滾那的
65240	66760	我老說我娘迷信啊
67200	68160	哎這這這
68560	69880	親身體驗了一把
71040	72320	一定要相信
73200	74360	我們的父母
74760	75880	我們的家人
76080	77640	心血連著呢
78720	79800	千萬要記住
79800	81120	我深信不疑
81120	82560	人是不生不滅
82560	83960	只是到了不同的維度
85200	86520	所以說今天很多戰友
86520	87800	剛才我沒法回了
87800	89840	都我關於母親的家人的
89840	92200	問我七哥怎麼和家人相處啊
92320	93480	我是怎麼什麼情況
93480	95640	我七哥真的沒辦法一意而回
96440	98480	我就要簡單種我跟你說說
98800	100880	你們上網買衣服的時候
101120	103760	你能給你爹你媽燒件衣裳行不行
105000	107040	你能給你哥哥你姐姐
107040	109520	嫂子燒兩件行不行
111320	112760	你出去買咖啡的時候
112760	114560	你給他買個甜點行不行
115400	118520	啊你給東家扯西加拿的這個電話的
118520	119800	包電話周的時候
119800	122240	你能給爹媽兄弟姐妹打個電話
122240	124560	一星期打兩次打一次行不行
125960	126880	你跟誰都說
126880	127960	哎呀你太漂亮了
127960	128800	我喜歡你
128800	131240	然後你人家誇你說你也很在乎
131240	134080	你能不能經常誇誇你爸爸你媽媽漂亮
134480	137640	我媽媽是個最最農村的人啊
138000	138840	我跟你們說過
138840	140960	有人覺得我母親買菜
140960	142680	當時我真的是
143000	145040	當時我那三哥哥繞著走
145040	147440	我對我三哥終生不能原諒這事
147440	149080	因為他是警察是吧
149080	151520	穿著警服看著我娘在那賣菜
151520	154120	一老太太多丟人呢是吧
154120	155920	我這是我強烈對他抗議過
155920	157520	他臉紅的不得了
157520	158440	那時候年輕嘛
160360	161520	我就恰恰相反
161520	163440	因為我有這個窮娘
163440	165080	滿手是泥的娘
165080	166360	做的飯更香
168040	171520	我娘是是臉也沒有天天化妝
171560	172560	我娘就是
172560	174840	我很少記得我娘什麼化妝
174840	176840	沒有我這姥姥有了啊
176840	178840	這個你七嫂子這些嫂子照顧
178840	180840	那時候在在東北的時候
180840	182840	就是買個許華膏抹一抹
182840	184360	那時候還買了許華膏
184360	185960	還讓我給他抹了不少
187800	190000	我因為這樣的娘和這樣爹
190000	190720	我感到榮幸
190720	194120	我爹當時在大街上穿著袖子
194120	195960	這樣動嘚嘚嘚嘚的是吧
195960	198000	旁邊還有個女的
198000	200280	我不覺得我爹可憐
200280	202320	我覺得我這樣的爹能養活我
202320	204000	我才覺得更加要感恩他
205400	207240	我當時我爹當時在北京的時候
207240	210120	跟著我去見那些將軍的時候
210120	211800	人家那些將軍穿著軍裝
211800	212920	然後端著茶壺
212920	214320	後面好幾個當兵的
214320	216080	你說我爹是不是
216080	218440	你說那回身是泥吧
218440	221040	我爹穿著那那那襪子鞋是吧
221040	223080	我爹腿還還還被打手兩次
223080	224960	他有點拐
224960	225600	你有點拐
225600	226720	你看我爹
226720	228040	然後坐在那吃飯的時候
228040	229360	雖然我爹氣勢不錯
229360	232080	但是你現在滿臉的皺紋
232080	233960	手上是不是還帶著
233960	236200	甚至有一些泥巴都有
236200	238360	那你說我非常高興
238360	239880	我非常榮幸啊
239880	241040	我給誰敬酒之前
241040	243200	我先問我爹我能不能敬個酒
243200	245040	每個人都先跟我爹敬酒
245040	246120	都叫郭爹
246120	247040	全叫郭爹
247040	248240	那就是七哥混的
248240	250680	十幾歲的七哥就混到這個程度
250680	252160	你有本事混的
252160	254440	讓你爹你媽以你為榮
254440	255640	你不要打
255640	257520	非要要個強爹強媽
257520	258240	有權力爹
258240	258640	有錢
259080	260840	有錢的媽
260840	262680	讓你覺得有面子
262680	263920	那你是個懦夫
265520	266720	不要以為你哥哥
266720	267360	你姐姐
267360	269200	你嫂子什麼窮你丟人
269200	271520	你有本事讓他以你為榮
271520	273120	不要非要他比你強
273120	274400	你這個這些
274400	276840	現在這些年輕的這些很多loser
278360	279760	好像你爸你媽你姐姐
279760	281000	你弟弟不是什麼官
281000	281440	不是有錢
281440	282680	你多丟人似的
282680	285720	是你是誰才重要
285720	288040	你能不能平常給他打個電話說
288040	289640	媽媽你太漂亮了
289640	291640	媽媽你太偉大了
291640	292800	我給我哄我娘說
292800	293800	我是真心的
293800	294640	不是哄他
294640	295760	我坐在外面
295760	296800	坐在外面給他打電話
296800	298880	打電話就給我娘開玩笑
298880	300360	他一他一哭一生氣
300360	300680	我就說
300680	301960	我就花錢去
301960	303320	我把他把他嚇得過去
303320	305040	我不哭了
305040	307520	我說我準備走到對面大街上
307520	308320	給人家要飯的
308320	309720	我扔個百八十萬
309720	311040	我知道你幹得出來
311040	312040	千萬別幹
312040	313040	是吧
313040	314240	我說你看我在商店上
314240	315320	我把東西全買了
315320	316880	我都把錢花了
316880	317880	他就不哭了
317880	318480	是吧
318480	319040	然後我說娘
319040	320320	你是最漂亮的
320320	321560	我從小就誇我娘
321560	321880	我說娘
321880	323800	你就是外交官
323800	324200	我說娘
324200	325480	你要是換個時代的話
325480	327960	你肯定是國家總理級的
327960	329760	老太太可高興了
329760	331040	我哄我爹
331040	331920	我老跟我爹說
331920	332840	我說爹
332840	334560	如果是當年
334560	336160	你要不是闖東北
336160	337800	被共產黨轟隆隆的東北去
337800	339240	你絕對是演員了
339240	340200	那沒有大市場
340200	342080	那絕對是你了
342080	343440	我爹就美得不得了
343440	344240	有時候我爹的眼睛
344240	345120	鞋子看著我
345120	346360	我說他
346360	347040	笑
348040	349640	是發自內心的
349640	352560	讚揚自己的老人和家人
352560	355760	是最最美好的心靈
356760	358760	是給家人最好的禮物
358760	359880	很多中國人
359880	361160	就共產黨來以後
361160	362920	就跟家人沒好話說
362920	364720	沒話說
364720	365960	不是家人的錯
365960	367200	是你的錯
367200	369680	我在清風看守所之前
369680	371400	我也是那個德性的
371400	373440	就從來不會說你好啊
373440	375280	娘你累了爹我謝謝
375280	376200	我一次沒說
376200	376920	我不會說
376920	378760	咱的家庭教育沒有
378760	380160	反正在清風看守所
380160	382120	把我給教育出來了
382120	383680	那些那些教授
383680	386760	那些牧師教完我也會說
386760	389480	老大你得你得謝謝我
389480	391080	他說你咋不會說謝謝呢
391080	392200	我說我們
392200	392880	我們這些人
392880	393840	家人窮垃圾
393840	395160	哪有說謝謝啊
395160	396160	我走江湖東東街
396160	397120	哪有說謝謝啊
397120	398120	哎這哥們
398120	399520	說個哥們就完了
399520	401360	他說你要說謝謝
401360	403360	結果我從清風看守所之後
403360	404160	見人
404160	404840	謝謝
404840	406440	哎我們家人都不適應
406440	407360	把我接出來以後
407360	408120	我哥我嫂子
408120	409080	包括你妻嫂子
409080	411440	哎你現在咋這麼客氣了呀
411440	412760	你咋這麼文明了
412760	414640	我說我得說謝謝真心謝謝
414640	415680	我是真心的
418200	420720	所以說我那時候在北京
420720	421960	在這個到鄭州
421960	425360	很多人覺得我這個人很高等教育
425360	427240	哎說這個小伙子很禮貌
427240	430200	上人家那個看守所的御友家吃飯去
430200	430680	是吧
430680	431400	人家上啥
431400	432400	我就要謝謝
432400	433720	過去不會續演
435440	437600	後來給家人就堅持這個戲
437600	438760	然後我家人都跟著我
438760	440000	都這樣了
440000	440960	都這樣了
440960	443320	哥嫂之間兄弟姐妹孩子家
443320	444200	謝謝謝謝
444200	445120	全家吃
445120	446040	幹啥都謝謝
446040	447160	文明了
448800	450240	家人文明了
450240	451840	你心靈就美了
451840	452600	心靈美了
452600	453600	家人都高興了
453600	455800	家裡高興你就感覺好啊
455800	456600	磁場好啊
456600	457760	運氣好啊
457760	459120	心情好啊
459120	460920	心情好你才能發展呢
460920	461920	就這麼簡單呢
463000	464040	叫我郭叔的
464040	465040	叫我郭老爺的
465040	466440	還是郭爺爺的
466440	468120	還是叫郭大大的
