start	end	text
0	5000	这是咱们新到的鸡翻身的帽子
5000	8000	你看这个 哇 漂亮啊
8000	11000	质量真的是特别特别的好
11000	17000	你看这个 你看 信仰之星
17000	21000	我特别喜欢这块的感觉 特别舒服
21000	24000	你看这里边 鸡forever
24000	28000	质量绝对是超级的牛
28000	32000	你看 我喜欢这个大小 特别的舒服
32000	34000	胡闹
35000	39000	还有这个 大家看看这个
41000	46000	哇 你看 这个鸡forever 漂亮
46000	49000	信仰之星 也是这个 你看
49000	52000	牛feeder safe
52000	54000	你看看
55000	60000	呵呵 真不错 小个脑袋不脑啊
60000	63000	你看这个 哇
66000	69000	nifliflifl
69000	72000	哇 这帽子
72000	75000	这真是现在 原来我不怎么戴帽子
75000	78000	但是最近我发现戴帽子是一种新的形象
78000	81000	你看 都是take down cct
81000	85000	你看 这个时候没有
85000	87000	这个take down cct 你看
87000	90000	哇 真是漂亮
90000	94000	这两个的工 看这两个的工艺啊
94000	98000	料子完全不一样 工艺 你看看
98000	102000	质量 但是这个帽子盒的结构是中国产
102000	107000	设计细节 洛杉矶及翻身 你没办法
107000	110000	也可以说成缅甸产 东南亚产 你咋弄
110000	114000	你咋弄 这个没办法 是吧
115000	118000	哇 真漂亮
122000	125000	酷
130000	134000	哇 相当的不脑
135000	141000	哎呀我的妈 一直在通信电话中啊
141000	145000	关于王公公出来
145000	148000	有动静啊 但是国内找不到信息
148000	150000	都乱问 咋回事
150000	153000	现在我们成了解说王岐山的人了
153000	156000	你就开玩笑嘛 人家王岐山神出鬼没
156000	159000	傻人物 二号人物 当年的林彪
159000	162000	三天不学习 赶不上刘少奇
162000	166000	现在是习大臣三天不学习 赶不上王副主席
166000	168000	党内都知道
168000	172000	还有党内的人说 习主席既是学习
172000	175000	一百年也赶不上王副主席
175000	179000	哎 咋说的呀
179000	183000	这都不重要了 我就不相信
185000	189000	在对全世界杀掉几百万人
189000	191000	上亿人得到了病毒
191000	194000	而且这个病毒是共产党做的
194000	198000	还跟你搞环境 搞气候
198000	201000	管求你谁是副主席不副主席的
201000	204000	什么主持人不主持人 这小事
204000	207000	哎 我在乎的事情
207000	211000	是美日欧如何的行动
211000	215000	如何把它法律化 这风太凉了
216000	220000	所以你看外面的这些地多漂亮
220000	224000	啊 多漂亮 多漂亮
224000	227000	我就爱开着门的 你看到没有
227000	231000	开着门 一开门风就刚在往那里
231000	235000	啥子不发啦 哎呀 开会去啦
235000	237000	不该来了
