start	end	text
0	6440	兄弟姐妹們 今天剛才推出了蓋登
6440	12320	但是我忘了 今天是我們的2021年1月19號
12320	16320	兄弟姐妹們 這是個爆料革命
16320	19560	一個最最重要的偉大日子之一
19560	24080	我們的路德訪談 在爆料革命當中
24400	30600	惦記了最重要的滅共的基石
30600	34920	也就在一年前的今天 是我們的爆料革命
34920	40720	是我們的路德訪談 是我們的嚴博士和我們的莫博士
40720	47080	一起向全世界第一個催取了號角
47080	51080	說這個病毒是人傳人會大擴散
51080	57640	是中共的試驗室的生物武器
57640	60360	在人類的歷史上熱烈一場戰爭
60360	66920	能提前一分鐘告訴你真相 就能改變戰爭的結果
66920	70240	就能拯救無數的人命
70240	74320	我們這一次是全世界人類有史以來
74320	79360	全球的第一次最大的人類危機的警告
79400	84320	救的人無數 僅憑這一條爆料革命
84320	87400	路德訪談 新中國聯邦
87400	91480	我們每個戰友都是菩薩心
91480	95280	都擁有菩薩心 都有了菩薩活
97480	100680	誰能否認了 哪個孫子否認了
100680	102160	天打五雷轟你
103960	107080	人類上從來沒有一個不為錢
107120	109280	不為名 不為利
109280	111800	也不是個組織 也不是黨派的
111800	113840	不讓你付一分錢的
113840	115960	也不讓你被雙修的
115960	119720	有這麼大的一個拯救人類的大行動
119720	121760	你在看什麼拯救大兵啊
121760	124440	瑞恩啊 什麼諾曼底啊
124440	126160	二次世界大戰呢
126160	129520	跟我們爆料革命比 小case
132320	134320	我們拯救了多少同胞
134320	136480	拯救了多少人類
136520	138640	我們對美國今天的現狀
138640	140880	藍金黃 3F
140880	143040	過去的三年四年
143040	147280	無數個對人類上重大的拯救和警告
147280	150760	包括在病毒面前拯救了多少人
150760	152840	多少同胞
152840	155080	你們有些人可以壞良心
155080	157160	可以泥滅事實
157160	158960	但是真的假不了
158960	160160	假的真不了
167400	170280	你可以製造改變這樣子的經濟
170280	173720	你可以製造虛假新聞
173720	178040	你可以把病毒歸川山家 老鼠 冰棍 汽車
179280	180840	你可以歸任何人
180840	183520	甚至天外來的軍事 共產黨
183520	187480	你記住你一定要死在病毒上
187480	189800	你一定要死在爆料革命手裡
189800	192040	你一定要死在新中國聯盟手裡
192040	194200	你還要買頭全世界
194240	197560	再搞中美貿易大逆差
197560	199520	你還要買頭全世界
199520	201080	讓歐洲填你的訂
201080	202000	給你跪下
203040	205040	有郭文貴在
205040	206360	有新中國聯盟在
206360	207800	有爆料革命在
207800	209160	有路德坊在
209160	210680	有博士軍團在
210680	212920	有我們億萬個戰友
212920	217320	爆料革命的所有的農場都是戰友們在
217320	219040	你永遠不可能
220360	221160	走著瞧
225040	227320	共產黨你做到頭了
227320	229400	你絕對做到頭了
237080	238080	走著看
240200	242240	我兒你把本主著
242240	244600	共產黨你還不知道你在哪呢
244600	246360	你還一尊美夢呢
246360	248840	你不知道上天之雷
248840	250720	上天之劍
251720	253720	上天之劍
253720	255720	像去年霹靂一樣
255720	256840	滾天雷
259480	261000	地藏菩薩
261000	264360	你就擺好了所有的法場
264360	267240	正在施法等著審判你的
268480	270000	不信走著看
270000	272880	過去三年四年你也都不信是吧
272880	274640	你躲在中南坑
274640	276320	你們的十四億人
276320	278520	你統治的是你的權利
278520	279960	你沒想到
280000	281120	十四億人
282200	283840	百萬分之一想弄死你
283840	284640	你都活不了
286880	289120	那既是你的武力
289120	291640	是你曾經的綁架的武器
291640	293920	那也是消滅你的動力
293920	295400	也是你的負擔
296560	297280	信不信
298320	300840	世界的正義已經聯合
300840	303120	你將無處可逃
303120	304440	無處可躲
310840	312120	兄弟姐妹們
312120	313800	這個1月19號
313800	316120	我們怎麼形容的微庫
316120	317640	感謝路德先生
317640	319280	感謝我們的英雄客家
319280	321880	感謝無數個背後提供料的
321880	323560	還有我們的莫博士
323560	325280	還有我們最早說
325280	327040	清立魁可以拯救人類的
327040	329360	我們多少戰友被清立魁救了
329360	332160	多少戰友被我們的客家救了
332160	334160	還將有無數個客家出來
335560	337160	兄弟姐妹們
338160	339520	兄弟姐妹們
340520	342800	中國人絕對不是豬狗
342800	344600	中國人種沒有問題
346240	348680	中國人會有更多的英雄
348680	351120	更多像科學家一樣的英雄
351120	353600	更多像葉釗穎
353600	355720	郝海東兄弟這樣的人站出來
358720	363040	滅共是人類上最偉大的正義行動
363040	365000	滅共是正義的需要
365000	366920	是人類生存的需要
367920	371720	正與邪惡的較量從來不會那麼平順
371720	373640	從來不會那麼簡單
373640	376200	需要的是我們對上天的信任
376200	379040	對萬佛萬神的信任和堅持
379040	381120	對我們信仰的堅持
382760	383640	兄弟姐妹們
383640	385160	我們已經做到了
385160	387600	沒有人相信的事情
387600	389880	人類上從來沒發生過事情
389880	391560	1月19號
391560	394080	一年前的1月19號
394080	395760	就是最好的印證
396600	397800	兄弟姐妹們
397800	399480	永遠不要忘了
399480	401920	一年前的1月19號
401920	404280	幹活的水泉都乾了
405280	406520	謝謝路德
406520	407440	謝謝科學家
407440	408160	謝謝莫博
408160	409600	謝謝博士軍團
409600	411560	謝謝所有在背後的
411560	412840	為我們人類
412840	414520	為我們爆料革命
414520	415480	新中國聯邦
415480	417040	莫博封出的兄弟姐妹們
417040	418480	永遠不忘
418480	420160	1月19號
