start	end	text
0	8760	- 啊 七哥刚才答疑怎么来说的
8760	10880	我把这个官司这个说完
10880	13280	我希望全球的农场的战友们
13280	15880	认真的去看这个判决
15880	18360	认真的看看这个历史啊
18360	20560	昨天晚上这个我们开完会
20560	23200	300年的菲菲开始研究法律了
23200	24000	我的娘嘞
24000	26400	然后她先生是最最重要
26400	29480	叫知国者没过300年菲菲老公
30240	34000	哎 也搞不清楚这七哥当时为啥借给他钱
34000	34280	是吧
34280	35280	为啥投资的钱
35280	36080	都没搞明白
36080	36560	你看
36560	38880	所以说这需要认真的解读
38880	40000	意义太大了
45560	46880	意义太大了啊
46880	49600	刚才这个有战友给我发信息
50960	52520	这个有给我发信息
52520	55960	说这个这个崔大使啊
55960	58680	这个今天离开美国了啊
59920	61520	崔大使回去就会被抓的
62960	65200	崔大使就会被抓的
65200	68600	他的专案组已经成立了将近半年了
68600	69040	看着
69040	70800	记住我今天说话
70800	74800	Ambassador崔脱了西装换军装
74800	75880	他会被抓的
75880	77200	记住我今天说的话啊
80200	81440	他现在在飞机上
82640	84360	他看不到我直播现在
84360	86000	他要看到就不回去了
86000	88200	我不让这个王八蛋在美国知道
88200	89360	我得让他离开美国
89360	90840	我再说
90840	92480	现在在飞着呢
92480	93360	到阿拉斯加了
93360	94560	估计现在啊
94560	95400	过阿拉斯加了
95400	97200	现在在俄罗斯的天上呢
100040	101760	他全家都会被抓
103640	104760	会被消灭
104760	106120	消灭的干干净净
107840	109160	他本人绝对不知道
109160	110240	他全家都不知道
110240	110800	专案组
111960	114480	查他的专案组的其中一个女士
117280	117760	别说了
118240	119080	又说露不住了
121880	122560	说别的
122560	123480	说别的
126800	127480	不说了啊
127480	128280	不说了
128280	128760	不说了
128760	129600	傻子不说了
129600	130520	傻子不说了
133320	133960	来个冰棍
133960	134720	来个冰棍
136840	137080	好
137080	139360	咱今天我看到刚才啊
139360	140280	有人发信息
140280	141920	七哥也不懂啊
141920	142640	我看看啊
142640	144440	这战友发的信息啊
144440	146600	威廉网发的信息啊
146600	147360	我念念啊
148680	150240	好消息
150240	152240	七哥刚刚宣布
152240	153640	我没有宣布啊
153640	156040	所有战友过去的借款投资
156040	158480	都不需要跟农场分利益
158480	160480	每个战友的投资发股
160480	162600	都是一比十
162600	163200	二
163200	165000	所有的G club拥有者
165000	165800	都按金额
165800	168680	享有一比十的新GTV股票
168680	170000	这啥眼神啊
172600	174160	这颜色看着怎么别扭呢
178600	180840	所有G club拥有者
180840	181800	都按金额
181800	184440	享有的一比十的新GTV股票
184440	185080	三
185920	188600	所有最开始买苹果店打赏币
188600	189480	第一的
189480	191360	也是按照买金额的一比十
191360	192720	享有新GTV股票
193600	196280	威廉网掌握核心信息一样
196280	199000	因为跟他睡在一个床的女人
199000	199840	叫唐萍
199840	202320	是铁血组成员
202320	203000	所以说你看
203000	203960	这就是唐萍吧
203960	204920	泄露信息了吧
204920	206200	开玩笑啊
206200	208000	这公开信息
208000	209600	说的都是对的
209600	211720	我今天给大家说一下
212600	215320	也就是从第一天投到GTV
215320	216320	还是G1
216320	217720	还是G到了
217720	219600	还是所有凤凰
219600	220720	原凤凰农场
220720	221680	还是VOG
221680	222840	还是借项目
224360	226000	还是买卡的
226000	229160	只要你从你兜里掏出一分钱的
229160	230520	就掏出一块钱
230520	231200	就一分钱
231200	232160	就一分钱
232160	233160	就一分钱
234160	235720	就掏出一块钱的
235720	236720	就拥有十块钱
236720	237920	十股的GTV
237920	239040	新GTV股票
246360	247040	就这么牛
248880	249560	就这么牛
