start	end	text
0	17280	今天15號了是吧 親愛的姐妹們
17280	31520	6月15號 你看到馬場 那邊是馬場
47280	69760	深林中對話
69760	77240	你看看這 太大了
77800	78800	啊
92520	95000	哎呀 乖乖的
97760	98760	哎呀
102520	104600	這樹夠大吧 兄弟姐妹們
105280	106280	啊
107400	108400	啊
110160	111160	累死我了
116240	117440	哎呀 我的娘來
123760	124760	哎呀
125440	126440	啊
127040	128040	啊
129440	130440	哎呀
132840	134080	運動真好啊
135240	136240	哎呀
137240	138240	啊
141440	142800	運動真好
167280	168280	啊
170880	171880	啊
180360	181360	哎呀
182880	183880	兄弟姐妹們
184600	185600	大家好啊
186360	187760	6月15號
188400	189400	啊
189960	190960	哎呀 我的媽呀
192960	193960	啊
194920	195920	啊
198240	199240	哎呀
200240	203240	昨天 昨天直播完以後
204240	205240	很多戰友給我發信息啊
206240	207240	說七哥接著聊
209240	210240	接著聊
211240	213240	結果是接著聊的時候 很多戰友給我發信息
213240	216240	七哥 很多都是專案組的人啊
217240	218240	說七哥接著聊吧
219240	221240	我說怕把你們給暴露了
222240	223240	這些戰友們說沒事 七哥
223240	226240	很多人啊 都知道 但是到處都是
227240	230240	他說 其實就是老百姓不知道 大家都知道
231240	232240	啊
232240	233240	這個
233240	235240	其中一個戰友啊
235240	238240	這個 他爹也被抓起來了啊
238240	240240	不是一個戰友 三戰友
240240	242240	他爹都被抓起來了
242240	244240	看完以後給我發信息啊
244240	247240	七哥 你說的百分之百是真實的啊
247240	249240	當時一個戰友啊 一個戰友說
249240	251240	當時他爹啊 在天津啊
252240	253240	這個
253240	255240	說跟家裡邊正在聚會呢
255240	258240	這個秘書跑來耳朵旁邊低估幾句
259240	260240	他爹說
260240	261240	啊好 咱馬上走
262240	263240	啊
263240	264240	他這個兒子啊
264240	265240	比較在家說算
265240	266240	你問他爹你見誰啊
266240	267240	他爹說
267240	268240	啊
268240	270240	這個見吳征
270240	272240	他兒子說你見吳征是假
272240	274240	你見楊瀾是真
275240	278240	當著他媽的面 還有他媳婦的面
278240	280240	他爹說 你這胡說什麼呢
280240	282240	他兒子就不讓他認識吳征
282240	283240	後來
283240	285240	他兒子說你不能去見吳征
285240	286240	你肯定見的是吳瀾
286240	287240	就沒讓他爹去
288240	290240	但是過了一段時間啊
291240	292240	他爹啊
292240	294240	就是還是跟那個楊瀾搞上
294240	295240	見的就是楊瀾
295240	296240	啊見的不是吳征
296240	297240	他兒子是對的
298240	299240	擋了幾年沒擋住
300240	301240	最後還是楊瀾見了
302240	304240	楊瀾一見那就肯定找鑰匙了唄
304240	305240	那就把他爹給找下來了唄
305240	306240	那是肯定的
306240	307240	沒有拿不下來的嘛
307240	308240	對吧
309240	310240	結果他爹也不見了
311240	312240	結果他爹也被抓了
313240	316240	這個他在裡關了三年才出來了
316240	317240	人都快殘廢了
317240	318240	他說七哥
318240	320240	就是這個吳征
320240	323240	和楊瀾把他家給毀了
323240	324240	當然我不承認這個
324240	326240	這你冤枉吳征的楊瀾了
326240	328240	那你爹要是好人的話
328240	329240	怎麼能把你拿起來呢
329240	330240	對吧
330240	331240	對不對
331240	334240	這也是個政治局委員呢
334240	335240	給拿下來了
335240	336240	是吧
336240	338240	所以說他說感同身受
338240	339240	他說這個吳征這個王八蛋
339240	341240	就是拿著老婆到處弄
341240	342240	還有一個啊
342240	343240	咱們的戰友
343240	344240	他爹也是政治局委員
344240	346240	毛省的省委書記
347240	348240	今天早上我發現
348240	350240	七哥你說的絕對對
350240	352240	他說這些事他都親身經歷
354240	355240	但是我要跟你說
355240	356240	我說你知道嗎
356240	358240	你爹也跟楊瀾睡了
360240	361240	他說是可能
361240	365240	他說當時趙本山要見他爹
365240	366240	他不知道
366240	367240	他天天跟著他爹
367240	368240	怕他爹跟人接觸
368240	369240	不讓他爹去見
370240	371240	最後呢
371240	373240	這個他爹呢
373240	375240	最後偷偷摸摸的去了
375240	376240	躲過他
376240	377240	因為他懷孕了
377240	378240	就見了趙本山
378240	379240	誰安排的呢
379240	380240	楊瀾安排的
380240	382240	他爹一見楊瀾
382240	383240	那就輸了
384240	385240	那就這麼個東西
385240	387240	你這楊瀾你知道嗎
387240	388240	這個趙本山的人
388240	390240	我相信你現在看直播你都知道
390240	394240	誰安排當時的書記見你的
394240	395240	楊瀾嘛
395240	396240	對吧
396240	397240	對吧
397240	398240	我也去過那地方
398240	399240	哇塞
399240	400240	趙本山基地
400240	401240	這瀋陽西邊
401240	402240	哇塞
402240	403240	趙本山基地
403240	405240	裡面都是
405240	406240	都記不清楚了
406240	409240	都是當時很火的什麼二人傳
409240	411240	什麼什麼舞台
413240	415240	最後就給拿下了
416240	417240	就這麼簡單
417240	418240	是吧
418240	419240	楊瀾太厲害
419240	420240	太厲害
420240	421240	那個
421240	422240	就我說那個周來鎮
422240	424240	民航局的副局長
424240	426240	原來財政部部長的助理
426240	428240	他給楊瀾期下的項目
428240	429240	還有張紹春
429240	430240	上百億
430240	431240	上百億
431240	433240	這上百億的項目
433240	435240	楊瀾怎麼得那個十來億的好處
435240	439240	你說這吳征人家娶媳婦都賠錢
439240	441240	那吳征娶個媳婦
441240	442240	那傢伙十億百億的正
442240	443240	那誰不幹呢
443240	445240	說他都幹了嘛
445240	447240	所以大家很感興趣
447240	449240	楊瀾
449240	450240	更誇張的
450240	452240	楊瀾三品楊瀾
452240	454240	三品楊瀾你都還拿誰啊
454240	455240	知道嗎
455240	456240	畫家
456240	457240	某畫家
457240	460240	楊瀾當時在北京電視台
460240	461240	就是他
461240	463240	誰都看不慣
463240	464240	就號稱一姐
464240	465240	叫永遠的一姐
465240	467240	什麼中國OPRA
467240	468240	中國OPRA
468240	470240	那誰也看不慣
470240	471240	這個
471240	472240	尼平啊
472240	475240	當時人家尼平這個人是真會畫畫
475240	477240	畫了很多畫
478240	479240	這個
479240	480240	楊瀾呢
480240	482240	這個尼平是畫畫
482240	484240	楊瀾是跟畫家睡覺
485240	486240	只要是
486240	487240	尼平喜歡的話
487240	489240	他都要弄走
489240	492240	他就是妒忌尼平嘛
492240	493240	黑尼平嘛
494240	495240	然後呢
495240	496240	這個
496240	498240	某個某幾個畫家
499240	501240	都給楊瀾畫過裸體
501240	502240	楊瀾聰明啊
502240	503240	楊瀾一找他
503240	504240	是吧
504240	506240	一找他去
506240	509240	能不能幫我畫個寫真畫啊
509240	510240	哪個畫家不幹的
510240	512240	我們老李金山畫家
512240	513240	是吧
513240	514240	一找金山去
514240	516240	那金山說來吧
516240	517240	是吧
518240	519240	肯定來
519240	520240	金山畫家說
520240	521240	誰不來啊
521240	522240	是不是
522240	523240	到這地方是吧
523240	524240	你看
524240	525240	小樹林裡是吧
525240	526240	大樹林是吧
526240	527240	畫唄
527240	528240	是吧
529240	530240	咋畫都行
531240	532240	然後呢
533240	534240	某個畫家
534240	535240	因此被抓起來了
535240	536240	為什麼
536240	538240	楊瀾通過這個畫家
539240	542240	靠近當時的曾
542240	544240	當年曾還在台上的時候
544240	545240	靠近曾
546240	548240	更親近的靠近了曾
548240	549240	然後呢
549240	550240	還靠近了孟建柱
551240	552240	說這個抓起來
552240	553240	這個畫家說
553240	554240	你怎麼介紹給孟建柱認識
554240	555240	孟建柱的媳婦
555240	557240	講解喜歡畫
558240	559240	他經常來
560240	561240	這個畫家就介紹
561240	562240	楊瀾
563240	565240	在江西的孟建柱
565240	567240	就是原來他們手沒那麼近
567240	568240	跟他的媳婦靠近
569240	571240	最後又給人家媳婦啊
571240	572240	什麼海外啊
572240	573240	安排這安排那
574240	575240	最後
