start	end	text
0	5240	啊 搬起石头砸自己的脚
6760	10880	哎呀 这东西够大的吧
11920	15440	啊 搬起石头砸自己的脚
17520	21040	哎呀 这个世界上疯狂的人很多呀
22640	26400	大家知道 乌克兰这个地方现在成了什么地方
27200	32960	有赢家吗 啊 死了多少无辜的人呐 对不对呀
34000	37800	这个还不说 大家想到的事情是什么
39080	42680	最最让人受不了的事情是面临的冬天
43480	47600	老百姓的饥饿寒冷 是不是兄弟姐妹们
48960	54120	战争只是保护和有利益那些
54440	57800	永远不会参与战争和制造战争的人
58680	61160	所以说国内的那些小粉红愚蠢的猪
62040	64520	搭太晚嘛 我卷一个月的工资
65280	67880	你把你家猪卖了 都不够一个子弹钱
68520	73840	死的是你的孩子 钟南康的人不会上台湾去打仗去
74760	79720	台湾老百姓上前线被打死的 跟你一点仇也没有
80680	84600	你们这帮傻子是吧 看看乌克兰 看看俄罗斯
86040	89960	现在你看看 全世界都知道
91080	95280	俄罗斯的乌克兰侵略战争 背后黑手是谁啊
97240	103480	共产党 大家都知道共产党 恨的是中国人
104560	108200	你共产党做的决定没 让中国人买单 在大街上
108840	113480	现在走到纽约 这是全世界第一个苹果店
114760	119560	这个24小时是纽约的中心 他的四酒店
120080	122280	这每一个窗户都几百万美元
123000	125000	对面是川普总统的家卧室
126440	132320	纽约的布隆伯河 这是记忆大楼大清朝树建的吧
133080	135360	这个楼也是大清朝树建的 对不对
136360	139520	在这样的地方 对中国人过去是最友好
140320	146080	现在已经开始了仇恨中国人 是不是
146560	148360	兄弟姐妹们 你们想一想
148880	152440	我们的孩子到这来的时候 凭啥遭这种恨的
154360	158480	凭啥呀 就是现在你看到格骨战争
159120	162760	另外一个 再看到国内 大量的失业呀
163440	167240	昨天咱们一个战友正在给我通的话呢
167240	169880	说 哎呀 屈哥 出事了 我们楼里有人跳楼
172000	176600	在江苏 有人跳楼了 说实话那边有人跳楼了
178240	183720	然后现在国内的突然的死亡率 心脏病 脑梗 心梗
183920	187000	肛梗 眼梗 可以说是天文素质
187800	191480	美国现在逐渐有人爆出来 每天都在累积
192800	196040	疫苗死亡 疫苗灾难 吓人吧
197200	200200	官方数据 仅仅打过疫苗的人
200680	205520	一千万人 就几百万人出了事 百分之三十五的人出事
205840	210000	百分之七点七已经证明跟疫苗是绝对的关系
210880	214280	这还没开始呢 是吧 再一个 金融
215120	220520	大家想想 金融危机来的时候 谁能活下去呀 是不是
223120	223600	咳
226080	231040	共产党的那些 共产党的那些家人 中南坑的家人
231160	238000	会饿着吗 会少 咳 抱歉 会少肉吃吗 会少粮食吗
238000	243640	一点也不会少 这些小粉红们 你的家人能活下去吗
244920	248920	怎么活下去 大家跟我说说 太可怕了
249920	254800	所以说 现在这种无知 愚昧 世纪灾难
255400	261520	世纪金融危机 世纪的金融危机 人类的金融危机
262520	267120	还有一个 现在我面临的一个不确定 随时可以打核战争
267760	272640	这种情况下 脑子要清楚 家人第一重要
273480	278040	老公 老婆 兄弟姐妹 是吧
278760	284120	七大镜子 八大姨 都是最重要的 朋友 真心的朋友太重要了
285640	290360	你的善良 你过去的包容 现在就给你带来了无穷无尽的记录
291000	293320	对吧 这是事实吧 记得一直说的
294800	299600	现在 我们更要意识到 兄弟姐妹们 新中国联邦的这种
300400	307760	老天成就的 世界上独一无二的 无苗 有币 还有信仰
308360	312120	还健康年轻的 我们的战友们 珍惜吧
313320	316760	大家看到现在的美国 看到一个个的基金
317880	322720	美国的几个大公司 都是决定人类的命运的公司
322720	327920	现在大量的裁员 你看看就从过去的48小时
328440	332880	全世界的大公司 全世界的企业是什么样的
334280	337000	在这次金融危机到来 你会发现
338480	342880	最伟大的 最聪明的 就像你们曾经做出的决定一样
343360	347520	用五年时间证明了你们最聪明 全人类最聪明 没打疫苗
348080	351680	你们会很快的证明 你们加入新中国联邦
351920	357760	你们现在所有的行为 还有躲过这个冠状病毒
357760	360120	躲过疫苗灾难 还能躲过金融危机
370440	373640	这就是现在 兄弟姐妹们 最最重要的
373640	378520	最最重要的 我们新中国联邦人与众不同的地方
378960	381240	那么这个时候最要感激的是谁呀
381520	385160	最要感激的就是我们战友 新中国联邦
386600	390160	一定要健身的 最近的健身的问题大家又不健了
390480	395000	这是不好的 你看七哥的腿 是吧 开玩笑呢
396800	398840	这就是 你看看这个是吧
400680	404800	你看这开玩笑呢 你不会拍成几个嘴吧
405600	409000	你看这嘴 是吧 你看看这嘴
411240	411760	是吧
425800	430160	是吧 兄弟姐妹们 得锻炼呐 不锻炼不行啊
431320	433320	你再健康 你不锻炼不行
434280	439160	所以说 锻炼 坚信 坚定自己的信仰
439880	444360	很多人都是输在最后的那个终结线上
445480	449520	最后那一秒钟坚持不住了 完了 要坚持住
449880	452800	兄弟姐妹们 现在我们最重要的事情
453480	458480	坚定灭共的信仰 完成灭共的宗教
459160	460680	建立新中国联邦的信仰
461760	467160	爱战友 不要贪小便宜 不要那么自私
467280	469640	不要那么自我 不要大头症
471200	475000	而且这个时候很重要 相信新中国联邦的
475400	480080	相信习各的 就是一样 保住安全 保住健康
482600	484240	就保住了新中国联邦
485200	488640	这世界 现在太多事情了
490040	495400	真怕战友掉队 做出一生灾难的错误的决定
496400	500560	而且做小心眼 偷鸡摸狗那点事
500840	505000	占点小便宜 耍点小聪明 没有意义的
506040	508120	这个世界现在在这种情况下
508680	513000	就像我刚才说的 只有新中国联邦团结在一起
513320	514960	才能共同度过危机
515960	519080	你看看香港 香港的港币成什么样了
520240	523240	昨天香港的梁锦松办公室的人说
524200	528200	梁锦松在半年前就把香港能卖的都卖了
528200	532760	连房子现在都租的 看到他住的房子都已经押出去了
533600	536720	他知道港币要完球蛋了 香港地产一定完蛋
537880	540120	打出房产就不用提了 走着看
541000	543640	还要打台湾呢 你吃什么 你靠什么打
545280	548840	所以说像这几天发现在欧洲 美国
549240	551960	以及世界都已经完全明白了
552440	555520	一场前所未有的世界经济灾难
555520	560640	经济危机 能源危机 战争危机 核战争危机 疫苗灾难
561800	564360	谁能解了吧 世界上不存在超人
565760	567920	只存在有个人 个人 不同的人
568920	573520	所以说这个时候我希望我的朋友 亲人 家人 战友
573520	576720	战友的家人真的要记住
576760	580760	你花了五年 看了我们上万次的
580760	583480	这一次一次证明给你们 是吧
583480	585800	我们不都是对的 你看汉美内衣还没死呢
586760	591280	我说汉美内衣咋回事啊这是 搞什么呀
592880	594080	我们不是百分百对的
594080	600280	但是我们叫你正确一次就了不得了 完了是吧
