start	end	text
0	3920	壹月三十壹號文貴亂聊直播 兄弟姐妹們
4240	11440	這個看不太清楚 我這塊咱那個信仰之星的這個領帶
12240	15280	實實這是個信仰之星 這完全是全新的
15520	18960	你看這個領帶的這個星和這個是配的
19360	24640	看著都是深黑色 但是事實上都不是同壹套
25280	29520	還有七十多套沒穿的 我看看這有了吧
30000	45920	好 看著還腫 看著還腫哈 腫不腫啊
46400	51520	戰友們這個看著不對的時候就給我發信息給我打電話啊
53680	57200	兄弟姐妹們 今天剛才看了前面播的小視頻啊
58000	61840	我們看到了什麽 兄弟姐妹們 我們看到了什麽
62800	68960	人和動物之間 它有著天然的這種親密的聯繫
69120	75120	我們是動物啊 我們是動物啊 動物世界 人類也屬於動物啊
76080	79120	是吧 再聰明的是動物 你看看西方世界
79360	85760	人與動物的和諧 人與動物的那種和平相處
87200	96000	兄弟姐妹們 你說我們今天 咱們的中共國是什麽樣子
98160	104320	咱們現在那個廣東 福建 海南 只要是能行走的
104320	107680	除了潛水艇帶翅膀沒吃之外 天上飛機沒吃
107680	109440	沒有不給頓了 沒有不給吃了的
112320	114960	不但如此 人與人之間的相處
114960	117520	連這個動物的起碼的尊重和平都沒有
118640	122800	賴小民被執行槍決 就簡單的狠嘛
123520	126560	共產黨就是流氓黑社會嘛 它知道的太多了嘛
127440	131360	是不是 幫著中南人和那些老雜毛搞了太多錢嘛 是吧
132080	135360	王健也是這樣 賴小民也是這樣
137200	140240	賴小民是被逮著了 直接摁在那兒給弄死了
141120	148400	聽說賴小民被執行前 嚎啕大哭啊 也不知道哪來的勁
149760	154640	嚎啕大哭 就一直哭 說那監獄裡還真讓他哭了
155200	158960	讓他發 讓他哭了 而且賴小民應該是死之前
159360	163040	交代出不少 最後一分鐘給了什麽看守啊
163440	168000	執行者呀 執行高法的執行廳啊 法院的執行廳
168720	174240	給這些人留下不少財富 告訴了不少藏財富的秘密地點
174240	179360	最後幾個小時 有發大財的 有發大財的
179760	183920	這北京的啊 還有賴小民老家的 你別回家挖你家坑去
184240	188000	那身份證的賴小民在你家藏了不少金磚銀磚的
188800	192480	聽說賴小民的字畫和翡翠和玉
193440	196960	金磚和銀磚 就美聯儲的金條
197280	199840	聽說賴小民就搞了將近兩噸多
200880	205200	兩噸多少知道嗎戰友們 兩噸很少 很少的啊
205440	207200	因為文貴買國我知道
208480	213520	飛機上能放多少 放飛機上一個私人飛機最多允許你放上200公斤
214080	216960	因為讓飛機就掉下來 翅膀就不平衡了
217360	219680	私人飛機啊 大飛機啊 不能往一邊坐
219920	222880	也不能直往前面坐 也不能往後面均衡坐
223120	225600	你要把金磚你放哪兒去 你不能一個一個擺啊
226480	231120	你得放到後面 你把後面飛機掉下來了 掘屁股了
231760	234720	像我們老家還有在東北的時候小的改牛車
234960	240080	那牛車後面突然傻瓜蹦上車 蹦上後面啪車就掘起來了
240720	243760	你只能放200公斤 因為我買國我知道
244160	248880	你想想 現在一個50公斤的金磚就這麼大
250080	251680	50公斤就這麼大
252240	258240	咱們現在靠原來商量買的 說咱們買上這個1000公斤
258240	263280	1000公斤就這麼大 還放在哪兒 怎麼讓人家看
263280	267280	我說你個豬腦袋 哪兒都可以放 放你辦公桌上都行
267280	270800	你桌子能撐得住 對吧 賴小民弄了兩噸
273360	276480	這兩噸它都是小的啊 一公斤一個的 兩公斤一個
276560	280400	一般美聯儲的是1公斤5公斤還有10公斤
281440	286240	最後是執行槍決前才動了腦子 誰也沒說過
286960	290240	告訴他們 我這哪有金磚 然後說出來了
291920	297120	聽說這些人私下照顧他的人 讓他哭的人
298720	300480	有幾個人現在已經消失了
301440	306640	這些人別發橫財 你知道哪有身上頭嗎
307840	310400	那共產黨那老雜毛們就不擔心你
311680	314880	你能拿他的金磚 你就不能拿他的情報嗎
316720	321120	被滅口了 這臨死前帶走不少人哪
323040	327120	可怕吧 兄弟姐妹們 是人吃人的社會呀
328080	332400	賴小民這事兒 同時天發生的海航
333120	336080	看到是叫破產重組 有序經營
336720	338800	可能大家沒發現另外一個事情
339360	344800	海航很多高管給換了 海航借了很多員工的錢
345680	347600	借錢的那幾個人現在都找不著了
349680	352720	包括告狀的那幾個員工的頭也找不著了
353680	356400	發起員工要錢的人也找不著了
359120	361760	什麼意思戰友 想明白了嗎
362400	368880	海航在過去由王岐山跟習在勾兌這些中南坑老雜毛
369440	376160	在勾兌過程當中 原來騙的員工的錢不想還了
377040	380720	有員工就開始有人退出代表找陳峰要錢
381520	386160	這些人被消失了 可怕嗎
388880	393200	不但要弄你老百姓的錢 不但要弄你銀行的錢
393520	396400	很多人說國家買單 我再重申一遍
396400	399920	戰友們親愛的同胞們 基本的常識
400400	405520	任何國家和政府不產生一分錢 不產生一分財富
406160	409840	所有國家的政府和所有的官員
410560	413040	他使用的財富都是由老百姓生產的
413840	418880	不存在國家的財富 國家沒錢 國家的錢就是老百姓的錢
418880	421280	都是由你的血汗生產出來的
422800	426960	那些也是人民付錢 那這些員工呢 跟他可就慘了
427280	432720	不但要被雙修 這一輩子打工都還不完的債
432720	436400	都還不完的債 當你要錢的時候也被消失
436400	439760	跟賴小民幾乎同一時刻 海航員工
440560	446720	海航的很多人都是我們戰友 大抓捕 大消失
449040	452800	前天我們在海南的海口的
454240	456720	他們的家人 咱們戰友的家人找不著了
457680	461920	說就是他是發動了所有的海航的員工們
461920	465920	要戰人之一 找不著了 到現在沒找著
467920	470720	所以共產黨它是一個黑社會黨
471760	475360	以黑治國 以警治國 以貪治國
476560	480720	大家現在從賴小民和海航看到了共產黨的黑社會黨
481440	483120	從黑社會黨
484080	485680	大家看到了 變成什麼黨
486800	495040	反人類 大屠殺的 反人類的 這種全人類最大的公敵
497360	503920	這是犯罪組織啊 川普總統太偉大了
505040	507920	龐皮奧國務卿太偉大了
508160	509360	太偉大了
511360	513520	在離開國務院和白宮前
513920	518480	把共產黨列入到種族大屠殺 反人類罪
518800	521360	兄弟姐妹們 這是多大的事啊
523360	526480	我們路柏慶和博士團重磅了幾年了
526960	529040	到現在也沒解釋出這個重磅
