start	end	text
0	4000	對了 我要剛才錄完我再說一段
4000	7500	這個很多在戰友們記住啊
7500	12500	在日本建設的GTV工程團隊的基地
12500	16500	請和草根小哥 草根小哥
16500	19500	還有康州農場的小帥
19500	24500	還有喜馬拉雅聯盟鐵血組委員會聯繫都可以
24500	26500	你所有的要求都是可以的
26500	32500	原來這個抖音的 微軟的 私科的 YouTube的
32500	36500	Twitter誰想和我們工作
36500	38500	他們能給的我們都能給
38500	42500	我們能給的他們永遠不能給
42500	46000	不要聽我說 你自己去動腦子去問問去
46000	51000	另外一個我們會在矽谷也有一個GTV的開發基地
51000	54500	願意到矽谷參加工作的
54500	56500	同樣的 大家記住啊
56500	59500	同樣的條件 同樣的基地政策
59500	62500	請和舊金山的農場 明道先生
62500	66500	以撒貝拉 以撒貝拉聯繫 和他聯繫
66500	68500	一樣的 一樣的啊
68500	72500	那麼我們呢 GTV這麼大的一個平台
72500	78500	那未來最起碼要招三千到五千的工程師在工作
78500	82500	蓋特兒需要一千個人 需要一千個人
82500	84500	所以說兄弟姐妹們
84500	88500	千萬不要在人生當中做出最愚蠢的決定
88500	90500	就是戰略性的決策失誤
90500	93500	那就是選擇誰是你的合夥人
93500	97500	誰是你睡在一個床上的先生和老婆
97500	99500	還有一個就是你的事業
99500	103500	男人哪 就怕入錯了行
103500	108500	選錯了partner和老闆和妻子
108500	112500	千萬不要錯過這個千載難逢的機會
116500	121500	我們的蓋特兒USA的總部在康州
121500	123500	在康州運行
123500	127500	那麼技術公司會在這 就在這
130500	134500	那麼我們的很多戰友會加入到新的蓋特
134500	137500	到總部去工作 到技術公司工作
137500	139500	也會加入到G翻身
139500	143500	我們這次的G翻身重新組建的
143500	145500	新的設計團隊當中
145500	147500	很多會包合戰友
147500	150500	相當的興奮 相當的興奮
150500	155500	昨天晚上 國內北京軍區的一位老戰友
155500	157500	這個給我聯繫
157500	161500	感謝你啊 用你最安全巧妙的方式
161500	164500	讓我知道了國內的病毒目前的情況
164500	166500	非常感動啊
166500	170500	原來打疫苗還有這麼多意思 我都沒想到
170500	172500	謝謝這位戰友發的信息
172500	175500	為了安全起見 我就不具體說了
175500	178500	新中國聯邦人不會忘記你這個功勞
178500	182500	我會將你的這些絕密的信息傳達給世界
182500	185500	我會讓你 因為你來傳達這些舊的人
185500	187500	而得到回報
187500	190500	傻的不火辣 喝杯咖啡吧
190500	196500	喝了咱的酒啊
196500	199500	喝了咱的酒咋的啊
199500	203500	喝了咱的酒 喝了咱的酒啊
203500	206500	喝了咱的酒啊
206500	209500	幾中三喝
209500	211500	怎麼著 又忘詞了
211500	214500	兄弟姐妹們 喝了咱的酒怎麼著
214500	218500	滅共去吧 滅共去吧
218500	220500	傻的不火辣
220500	223500	你說這唱歌唱得自己老不記得歌詞
223500	224500	我得背
224500	226500	唐索平的老師 未來王老師又不高興
226500	229500	你把歌詞背下來唄 幾哥
229500	232500	我是想背 我就沒時間吶 咋弄我
232500	234500	笨吶
242500	244500	我已經說昨天中午到現在沒吃飯了
244500	246500	我真的吃過飯去了
246500	248500	管開會累死我了
