start	end	text
0	1000	吃點兒鹽吧
4040	5440	玩啥急 玩啥急
6320	7440	這像空軍
7440	8440	哇塞
11280	13400	像空軍飛行員是吧
13680	14680	兄弟姐妹們
15200	17200	尊敬的戰友們好啊
17600	19760	今天是1月25號
19760	21280	兄弟姐妹們 兄弟姐妹們
21280	22480	大家好 大家好啊
22720	24560	哇塞 我這家子好大啊
26560	28560	像空軍飛行員啊
29520	31520	哇塞 今天這兒有點涼啊
33840	35840	兄弟姐妹們大家好啊
35840	40080	2021年1月25號文貴亂聊直播
40080	42560	這個 還是咱們戰友啊
42560	44560	發了太多信息啊
44560	46560	這個信息太多
46560	49560	我真的是沒辦法一一而回啊
49560	51560	沒辦法一一而回啊
51560	53560	這個
54560	55560	咱們戰友們
55560	57560	昨天很多人發信息還問我
57560	59560	說你那麥克風是啥麥克風啊
59560	61560	這是七哥錄歌的麥克風
61560	62560	錄歌的麥克風
62560	64560	所以這鏡頭是自動調教啊
64560	66560	我一嘚瑟一動它
66560	67560	它就亂調啊
67560	69560	聲音也行啊
69560	71560	好 兄弟姐妹們
71560	74560	這個 因為很多戰友給我發信息啊
74560	76560	都在問各種問題
76560	78560	特別是東北的吉林的
78560	80560	我出生的地方啊
80560	82560	這個 那個地方呢
82560	84560	很多咱們戰友們現在
84560	86560	非常非常的慘
86560	88560	非常非常的慘
88560	90560	另外一個包括大連的啊
90560	92560	瀋陽的戰友們
92560	94560	非常非常的慘
94560	96560	告訴我現在這些情況
96560	97560	兄弟姐妹們
97560	99560	七哥是很難受啊
99560	102560	這個 跟你們一樣的痛苦啊
102560	104560	和無奈
104560	106560	這是為什麽咱們
106560	108560	全中國人民需要爆料革命
108560	110560	需要新中國聯邦
111560	113560	兄弟姐妹們
113560	115560	全人類上從來沒有一個啊
115560	117560	像共產黨這個流氓政府
117560	119560	這樣對待老百姓的
119560	120560	西方啊
120560	122560	在西方的世界
122560	124560	你就是屠宰場
124560	126560	殺個牛殺個雞
126560	128560	還得讓他聽聽音樂
128560	130560	而且得一下讓他死
130560	131560	不能虐待他
131560	132560	還得
132560	135560	殺之前還得祈禱祈禱
136560	138560	中國活活的老百姓啊
138560	141560	活活的老百姓就給圈在屋裏了
142560	144560	很多這個戰友給我說啊
144560	147560	有的家裏老人像他們老老老爺
147560	148560	給他們打電話
148560	150560	連說話都說不出聲了
150560	151560	好在哪裏呢
151560	153560	大家在冬天東北
153560	156560	準備了過年的年貨
156560	158560	還有過年的年菜
158560	160560	還有點吃的
160560	162560	要不然就死在裏面了
162560	163560	但是呢
163560	165560	像這個通化的
165560	167560	還有這個吉林的長春的
167560	169560	這戰友給我發信息說
169560	172560	有些人家裏面連水都沒有了
172560	174560	打電話門裏
174560	177560	如果真找到個政府官員就威脅你
177560	180560	再胡打電話再胡說就要你的命
180560	182560	把你列為不安定分子
183560	185560	這流氓共產黨你說咋弄吧
186560	190560	現在是爹親娘親不如黨親
190560	192560	這黨跟誰親呢現在
192560	195560	那共產黨家裏邊中單坑有空調不
195560	197560	中單坑有飯吃不
197560	199560	中單坑有飯吃不
201560	205560	當地的通化的那個科長家裏邊都有飯吃
205560	208560	這回咋爹親娘親不如黨親咋不靈呢
209560	212560	一切都是黨的一切都聽黨的
212560	214560	現在中國的老百姓想聽黨的
214560	216560	弄點吃的
216560	218560	行不行也不讓聽了
219560	221560	當你需要的時候
221560	223560	黨就不允許你聽他的話
224560	228560	黨要讓你聽從死亡聽從災難
231560	233560	當你需要的時候
233560	235560	你去找黨的時候
236560	239560	黨就要開始威脅你
239560	242560	讓你自我決定不讓你聽黨的了
244560	246560	咱們通化的一位戰友啊
246560	247560	嚎啕大哭
248560	249560	說七哥呀
250560	251560	就在這事之前
251560	254560	就在這事之前我必須老實說
254560	257560	我最多八成相信你們說的話和你說的話
258560	260560	我周圍的人還好著呢
260560	262560	也是一個幹部休養所
263560	265560	他說我們這幹部休養所人吧
265560	266560	生活不差
267560	270560	打打球玩兒玩兒經常聚會
270560	272560	組織上還經常給發點免費的東西
273560	275560	雖然有時候是發沒過激的
275560	276560	但也是發的免費
277560	280560	他說這些天這個病毒事件讓我看清了
280560	282560	我百分之百相信爆料革命
284560	286560	他去年聽了路德訪談
287560	288560	換了點現金
289560	290560	備了點這個這個食品
290560	291560	被大家笑話
292560	294560	你給找路德給你報消息
295560	296560	啥事兒沒有啊
297560	298560	這幾天傻了
301560	303560	這就是兄弟姐妹們
303560	305560	爆料革命心中不得的力
305560	306560	心中不聯邦的力量
307560	308560	另外一個
308560	310560	說到這咱再說說臺灣
311560	313560	很多臺灣戰友給我發信息
313560	314560	咋辦
315560	316560	像昨天開會的時候
316560	318560	我們臺灣的戰友大牛問我
318560	319560	七哥咋辦
320560	321560	你說我能說咋辦
322560	323560	臺灣兩千多萬同胞
324560	325560	你不能都移民吶
326560	328560	那共產黨希望你移民吶
328560	329560	他把島給占了
329560	330560	留島不留人嗎
331560	332560	那你不是投降了嗎
334560	335560	那麼咱們戰友們
335560	336560	我昨天給大牛說了
336560	338560	戰友們如果臺灣戰友來美國
339560	341560	你到澳洲你到歐洲
342560	343560	你到日本
344560	345560	你到任何新加坡
346560	347560	這些地方
347560	348560	只要有戰友的地方
348560	349560	有農場的地方
350560	351560	大家一定盡全力
352560	354560	給大家提供住吃型的方便
357560	359560	但是全臺灣同胞
359560	360560	咱可就沒辦法了
361560	363560	昨天晚上很多這個
363560	365560	臺灣的這個朋友
366560	367560	真害怕了
368560	370560	過去三四年沒聯絡的
370560	373560	過去的這個臺灣朋友
374560	375560	也發信息
375560	376560	看來是真要打仗
377560	379560	我告訴他可能不會那麼快
380560	381560	共產黨現在是在什麼
381560	383560	現在是叫鼻童
384560	385560	鼻子尼童
386560	387560	現在表演表演
387560	389560	讓美國讓歐洲看看
389560	390560	是吧
390560	391560	我要打了
391560	392560	我要打了
392560	393560	我真打了
393560	394560	安真的來
395560	396560	行動多著來
397560	398560	放心吧
398560	400560	然後就臺灣國民黨就出來了
400560	401560	哎呀
402560	403560	投票投票投票
404560	405560	為了臺灣的統一
406560	407560	為了臺灣的未來
408560	409560	失失誤者為俊傑
412560	414560	就像那個俄羅斯搞多米尼亞一樣
414560	415560	投票吧
415560	416560	一投票同意回歸
417560	418560	或者是千年的和協議
419560	420560	實質的回歸
421560	423560	搞個什麼一張紙出來
424560	426560	這是共產黨的套都學的普京的
427560	428560	學的很low
430560	431560	然後是什麼
431560	433560	只要是你一投票
433560	435560	只要內部有人呼應
435560	437560	就是打了你也是合法的
440560	443560	這是中美之間最大的勾兌啊
444560	445560	這是最大的勾兌
446560	448560	敵都說那個王八蛋沒說完的話
448560	449560	就是這一段
449560	450560	這是有合同有交易
450560	451560	就是把臺灣給交易出去
452560	453560	把香港交易出去
454560	457560	然後就真的是港澳臺大灣區了
459560	462560	臺灣同胞以為自己在那島上過得挺好
463560	465560	以為在那島上共產黨不敢來惹我
466560	468560	以為爆料革命你不需要
469560	470560	新中國聯邦不需要
472560	473560	蔡英文
474560	475560	蔡英文這個總統
475560	479560	小蔡可能真的最後一個臺灣的民選總統
481560	483560	真可能把臺灣給葬送了
485560	486560	可能你們沒有意識到
487560	490560	小蔡的政治錯誤和政治的幼稚
491560	493560	和這屆政府的偷雞取巧
494560	496560	也相信以假制裁
497560	501560	也相信所謂利益集團的勾兌
502560	503560	能讓自己和臺灣安全
504560	505560	你走著看
507560	509560	今年是辛丑年啊
510560	514560	戰友們查查歷史上辛丑年臺灣都發生過什麼大事
516560	520560	這真是天時地利人和都對臺灣不利啊
521560	527560	曾慶紅同志已經從北京上海年轉到了福建
529560	531560	江澤民胡錦濤同志
532560	535560	又和許很多軍隊的老同志和現在的同志
537560	538560	正在勾兌中
539560	540560	習近平同志要露臉了
540560	542560	到底是真的假的習近平咱也不知道啊
543560	547560	很多人說這個習近平這個手術怎麼腦子不剃頭髮
547560	548560	咱有些人吧
549560	550560	如果你沒長腦子呢
551560	552560	可以理解
552560	554560	你沒長心也可以理解
555560	558560	如果一個沒長腦子沒長心的人長了個臭嘴啊
559560	560560	這就是個怪物了
562560	563560	共產黨的攝像機
565560	566560	共產黨的燈光師
566560	567560	共產黨的化妝師
569560	572560	中南坑內有多少醫療服務知道吧兄弟姐妹們
574560	578560	軍隊軍醫保健局全國醫生
579560	583560	大概在全中國人才四百萬個醫療這個專業人士
585560	587560	將近有兩萬人服務於中南坑
587560	589560	兩萬人服務於中南坑
593560	595560	這個所謂的定向的
595560	597560	非手術式的
597560	598560	這什麼治療啊
598560	599560	這什麼什麼治療呢叫
600560	601560	手術啊
601560	604560	這什麼什麼創什麼手術啊
606560	607560	啊你還能看見
607560	610560	還把腦袋給你給你有病給你打開個瓢
611560	612560	把你腦子放外面來
612560	613560	可能吧
614560	617560	當年連我那哥們高輝先生在過世之前
617560	621560	他腦子做手術都兩次做完手術啥看不出來
622560	625560	然後還可以選擇把頭髮這塊給你是幹嘛
625560	627560	整個把頭髮給你這塊掀開
628560	629560	然後再給你割回去
630560	632560	共產黨玩這東西
633560	635560	除了換腦子都是共產黨先幹的
636560	637560	全人類
643560	644560	This is so good
644560	645560	It's ok
646560	647560	Thank you very much
649560	650560	又喝
651560	652560	吃點鮑魚
654560	655560	好惹啊
658560	659560	哇塞
660560	661560	這也太鹹了吧
665560	666560	嗯
669560	670560	七哥的營養餐啊
670560	672560	從昨天中午到現在還沒吃飯呢
673560	675560	所以說你看還看他腦袋
676560	677560	那個台上
678560	680560	十有八九我不相信是習本人
681560	682560	十有八九我不相信
683560	684560	就是他本人
684560	686560	如果讓你眼睛在電視屏面上
688560	689560	你能看清楚
689560	691560	他手術沒手術過有毛沒毛
692560	693560	你才開玩笑呢吧
695560	696560	這種幼稚的
696560	697560	就像真的是
697560	700560	像一個小孩子在告訴大人
701560	702560	在手裡換東西
702560	703560	在哪呢
703560	704560	左邊右邊
704560	705560	就這麼簡單的遊戲
706560	707560	所以說
707560	709560	真正的有智慧的戰友
709560	710560	啥叫智慧呀
711560	713560	當大家都在事物當中
713560	715560	糾結於事物本身的時候
715560	717560	你卻站成事物的另外一個角度
717560	719560	來看待整個事物的全面
719560	720560	這叫智慧
721560	722560	共產黨玩這種事情
722560	724560	他可以一個台上能夠
724560	726560	一百個習近平都是分分鐘的事
727560	728560	太容易了
729560	730560	克隆人
731560	733560	找替身
735560	737560	還有這個所謂的無痕手術
738560	740560	還有攝像機造假
740560	741560	天下第一
741560	742560	那是共產黨
742560	743560	不是現在
743560	744560	一直以來
745560	747560	兩萬五千里長征都能給你編得出來
748560	749560	啥給你編不出來呀
750560	752560	所以台灣的有戰友問我
752560	753560	說習到底咋樣
754560	755560	習這一輩子
756560	758560	我本人親自聽到不下十次
758560	760560	他就是想把台灣拿回來
763560	766560	然後對新疆西藏非常之狠
769560	770560	非常之狠
771560	773560	而且狠到你無法想像的程度
775560	776560	戰友們
776560	777560	台灣同胞
778560	779560	台灣的戰友
779560	780560	你們會感受到
781560	783560	他認為他是這一代的
783560	784560	他就是秦始皇二世
785560	786560	或者秦始皇再世
786560	787560	或者秦始皇再世
789560	791560	所以說這幾個同志去逼宮的時候
791560	792560	你看我腦袋啥事沒有
793560	794560	是不是啊
795560	796560	百年大業
797560	799560	百年大變局
800560	801560	天大的機會
801560	802560	大泰灣
805560	806560	大泰灣
806560	807560	就這麼簡單
808560	809560	會不會打
809560	810560	我可以告訴大家
810560	812560	我認為十有八九
812560	813560	現在是敵統
813560	814560	打不打先不說
814560	816560	把台灣拿下是肯定的
817560	818560	肯定的
827560	828560	把台灣
829560	830560	統也好
830560	831560	戰也好
831560	832560	反正要拿下台灣
839560	841560	這是日本的
841560	842560	日本的聲
848560	849560	剛才
849560	850560	剛才這個
850560	852560	喝了一個新的咖啡
853560	855560	這咖啡是什麽咖啡呢
856560	857560	就是那咖啡豆啊
857560	858560	是橢圓形的
858560	859560	鮑魚
863560	864560	這個鮑魚你看
864560	865560	這湯芯了嘛
865560	866560	你看湯芯
869560	870560	我喜歡
871560	872560	吃湯芯的
876560	877560	還拿們吃呢
878560	882900	來點
883560	884200	爸爸
884560	885560	まあ
885560	886560	媽啊
886560	887360	不吃了
887360	892360	这是一个我们基金的经理说七哥啥也不行
892360	895360	叫我供你吃鲍鱼 我挨个给你选
896360	899360	结果这小子每次给我送个二三十个鲍鱼
899360	902360	因为这都是九头十一头的
902360	904360	哎呀 有点咸
909360	910360	真不闹 真不闹
912360	916360	这个他给他自己每次都选
916360	918360	选完以后基金出钱
918360	920360	他给他自己的鲍鱼
920360	922360	他给他自己的鲍鱼
922360	924360	他给他自己的鲍鱼
924360	926360	他给他自己的鲍鱼
926360	928360	他给他自己的鲍鱼
928360	930360	每次都选
930360	932360	选完以后基金出钱
932360	934360	哇塞 这哥们儿名字送我
934360	936360	实际给自己也送了一半
937360	938360	这是个英国人
938360	940360	你说英国人就爱占便宜
940360	942360	我发现英国人超级爱占便宜
943360	945360	咱也吃吧 是吧
945360	947360	然后给我弄咖啡
947360	951360	这咖啡是去年在世界上获奖的咖啡
952360	954360	四万六千磅一斤
955360	957360	五百克
957360	959360	一斤啊 五百克
959360	961360	全世界一共就三磅
962360	964360	然后人家拍卖来的
965360	966360	喝了一杯刚才
966360	967360	喝了一大杯
967360	970360	哇塞 喝完以后就鼻子里边就觉得
970360	972360	一下鼻孔大了
972360	974360	就觉得鼻子孔特别大
974360	975360	哎呀 我说咋回事
975360	977360	我说有毒啊这是
977360	978360	然后就觉得这个眼睛吧
978360	981360	就突然觉得太啥就亮晶晶的
981360	983360	然后这个脑子就
983360	985360	就砰 耳朵就砰就是响
985360	987360	哎呀 我说坏了啥事这是
988360	989360	赶快打电话
989360	991360	人家说七哥你这老头
991360	993360	他说这就是这个咖啡
994360	996360	他说能让你没有感觉到
996360	998360	咖啡的力量之上
998360	1002360	让你整个一天处在极度的十个小时的兴奋之中
1003360	1004360	结果我锻炼的时候
1004360	1006360	我就感觉到今天锻炼就没感觉
1006360	1007360	咋就没感觉呢
1007360	1010360	咔咔咔五十磅就这么接着弄
1010360	1012360	然后啪啪啪一弄
1012360	1013360	哎呀 没感觉
