start	end	text
0	7440	尊敬的戰友們好 2月5號 2023年
7440	12000	哎呀 一晃到2023年2月5號了
12000	18000	真的是 這個時間是真快呀 時間在飛呀
18000	23000	昨天是忙了一整天 昨天晚上和我們的老朋友
23000	27000	華盛頓的老朋友吃晚飯
28000	31000	最大他一見我就說
31000	35000	為什麼你身邊這麼多帥哥美女啊
35000	40000	然後他看著墨鏡 Summer
40000	45000	他在旁邊看 哇 他們太專業了
46000	51000	是啊 原來我身邊很多都是外國人
51000	56000	現在看到這些專業的漂亮的中國的男男女女
56000	58000	他覺得變化太大了
58000	62000	而且我說這都是新中國聯邦重要的基石
65000	69000	特別是他最大的感觸
69000	73000	那就是現在整個世界
73000	76000	牛叉的人不談談新中國聯邦
76000	78000	那他就不懂這個世界了
78000	82000	但是一談大家都覺得 哇 這個事太大了
83000	88000	新中國聯邦對全世界帶來的震撼
88000	93000	把中國共產黨和中國人分開
94000	98000	特別是公開的讓全世界知道
98000	105000	我們反對共產黨對西方的攻擊和創造的不和平
105000	108000	包括對臺灣的持續威脅
108000	112000	持續威脅 密集在香港的大屠殺
112000	117000	新疆 西藏 西方人真的不了解
119000	122000	昨天下午到昨天晚上
122000	125000	大家都是感觸很深的
125000	128000	昨天下午那個會感觸是最深的
128000	133000	他說 Miles 2015 16年我跟你見面
133000	139000	沒有任何人談論中國和中共能走到今天
139000	141000	沒有任何人
141000	145000	他說現在無處不在的都在談這事情
145000	148000	就連他們那個基金
148000	151000	現在想選出來董事會
151000	157000	如果你不是滅共 你不反共 你就選不上
157000	162000	就像昨天華盛頓這位政界的大佬說
162000	165000	在國會山如果你不反共
165000	167000	你是沒有任何地位的
167000	172000	你不反共會被別人投以最奇怪的眼神看你
175000	180000	誰做的?我們新中國聯邦爆料革命做的
184000	187000	特別是這回這個氣球的事情
187000	189000	每個人都告訴我說 Miles
189000	193000	這簡直是共產黨洗死黃
193000	196000	送給你最大的禮物
198000	201000	布林肯就在要訪華的時候
201000	205000	頭一段時間在倫敦剛剛和王毅見面
205000	208000	商討如何勾兌
209000	211000	真實的故事有幾個人懂啊?
211000	213000	你們去看一看
214000	217000	也就是說在一月底的時候
217000	220000	也就是1月24號的時候往哪一天
220000	226000	在倫敦的所謂中美外交人員布林肯和王毅的見面
226000	230000	外交部的商討訪華勾兌條件
230000	235000	這個時候這個氣球已經到達美國了
235000	242000	而美國白宮選擇了對美國公正隱瞞了8天
242000	244000	這在美國是絕對的犯罪
245000	247000	中共你可以隱瞞一切殺人
247000	249000	殺多少人都可以隱瞞了新疆香港
249000	255000	但美國的老百姓的執行權和選票權是一模一樣
257000	260000	結果這個氣球到馬丹納
260000	264000	你們看我昨天蓋出的那個圖推出去的
264000	267000	到了美國最重要的核導彈基地發射中心
267000	269000	在那兒彈彈彈
269000	272000	拍照收集情報
272000	274000	長達幾天
274000	278000	最後是蒙特納的一個業餘愛好記者
278000	280000	以為是UFO呢才拍出來
280000	284000	把這個發到了白宮五角大樓還沒人回覆
285000	289000	最後是媒體爆出來才發現這是一中共的氣球和間諜
289000	292000	更誇張的是中國馬上說你不能動
292000	294000	這是我的資產
294000	296000	第二這是我們失控了
296000	298000	是搞氣象研究的
299000	304000	在馬丹納我推出那個中間路過的家是誰家知道嗎
304000	307000	大家告訴我那是史蒂夫金班農的家
307000	311000	在班農的家上空停了很長時間
311000	313000	然後走到了核導彈發射基地
313000	315000	就在那兒轉著弄
316000	318000	荒唐啊
318000	320000	中國共產黨
320000	322000	據我所知
322000	325000	最近在內部大肆慶賀
325000	327000	習死皇
327000	329000	習近平同志已經定義為
329000	331000	70年來
331000	333000	東西方對抗
333000	335000	中美對抗
335000	337000	一場實力
337000	338000	政治
338000	341000	敢於鬥爭的絕對性勝利
343000	345000	而且聽說北朝鮮
345000	346000	金三胖
348000	349000	發來了和諜
349000	350000	大哥大哥大哥大哥
350000	352000	你還是大哥呀
352000	353000	習大哥呀
354000	355000	聽說伊朗
355000	356000	哇
356000	357000	這個我們是可以幹的
359000	360000	然後
360000	363000	這些蠢蠢欲動的國家
363000	364000	包括納羅斯
364000	365000	納羅斯
365000	366000	哎呦我們要買這個氣球
367000	369000	這個氣球最簡單
369000	372000	就那個氣的材料很便宜
372000	373000	就幾個芯片
373000	375000	然後整個的一個引導儀
376000	377000	整個這個
377000	379000	大家戰友們好好能不能誰收出來
379000	381000	我在過去直播當中
381000	382000	講過關於
382000	384000	一旦台海發生戰爭
384000	386000	這種便宜的氣球
387000	390000	包括指揮發射電子戰最便宜
